Node,superkingdom,kingdom
307959, Eukaryota , Metazoa 
307959, Eukaryota , Metazoa 
307959, Eukaryota , Metazoa 
307959, Eukaryota , Metazoa 
307959, Eukaryota , Metazoa 
307959, Eukaryota , Metazoa 
307959, Eukaryota , Metazoa 
37032, Eukaryota , Metazoa 
37032, Eukaryota , Metazoa 
37032, Eukaryota , Metazoa 
37032, Eukaryota , Metazoa 
37032, Eukaryota , Metazoa 
37032, Eukaryota , Metazoa 
37032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
8032, Eukaryota , Metazoa 
2587831, Eukaryota , Metazoa 
2587831, Eukaryota , Metazoa 
2587831, Eukaryota , Metazoa 
2587831, Eukaryota , Metazoa 
2587831, Eukaryota , Metazoa 
2587831, Eukaryota , Metazoa 
31033, Eukaryota , Metazoa 
31033, Eukaryota , Metazoa 
31033, Eukaryota , Metazoa 
31033, Eukaryota , Metazoa 
31033, Eukaryota , Metazoa 
9770, Eukaryota , Metazoa 
52904, Eukaryota , Metazoa 
1232801, Eukaryota , Metazoa 
6185, Eukaryota , Metazoa 
8168, Eukaryota , Metazoa 
31234, Eukaryota , Metazoa 
1518452, Eukaryota , Metazoa 
72004, Eukaryota , Metazoa 
34613, Eukaryota , Metazoa 
34613, Eukaryota , Metazoa 
34613, Eukaryota , Metazoa 
1109342, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
1518534, Eukaryota , Metazoa 
861768, Eukaryota , Metazoa 
861768, Eukaryota , Metazoa 
59560, Eukaryota , Metazoa 
215358, Eukaryota , Metazoa 
307491, Eukaryota , Metazoa 
307492, Eukaryota , Metazoa 
215402, Eukaryota , Metazoa 
561515, Eukaryota , Metazoa 
6941, Eukaryota , Metazoa 
86971, Eukaryota , Metazoa 
9258, Eukaryota , Metazoa 
9258, Eukaryota , Metazoa 
9258, Eukaryota , Metazoa 
9258, Eukaryota , Metazoa 
9258, Eukaryota , Metazoa 
9258, Eukaryota , Metazoa 
8364, Eukaryota , Metazoa 
8364, Eukaryota , Metazoa 
46245, Eukaryota , Metazoa 
230844, Eukaryota , Metazoa 
144034, Eukaryota , Metazoa 
144034, Eukaryota , Metazoa 
35019, Eukaryota , Metazoa 
441921, Eukaryota , Metazoa 
441921, Eukaryota , Metazoa 
321398, Eukaryota , Metazoa 
103695, Eukaryota , Metazoa 
103695, Eukaryota , Metazoa 
9880, Eukaryota , Metazoa 
9880, Eukaryota , Metazoa 
7224, Eukaryota , Metazoa 
110368, Eukaryota , Metazoa 
300111, Eukaryota , Metazoa 
300111, Eukaryota , Metazoa 
133901, Eukaryota , Metazoa 
8663, Eukaryota , Metazoa 
32536, Eukaryota , Metazoa 
32536, Eukaryota , Metazoa 
32536, Eukaryota , Metazoa 
32536, Eukaryota , Metazoa 
32536, Eukaryota , Metazoa 
32536, Eukaryota , Metazoa 
9704, Eukaryota , Metazoa 
649802, Eukaryota , Metazoa 
7092, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
56716, Eukaryota , Metazoa 
7225, Eukaryota , Metazoa 
29144, Eukaryota , Metazoa 
7048, Eukaryota , Metazoa 
30538, Eukaryota , Metazoa 
219594, Eukaryota , Metazoa 
9515, Eukaryota , Metazoa 
9515, Eukaryota , Metazoa 
9515, Eukaryota , Metazoa 
9515, Eukaryota , Metazoa 
207650, Eukaryota , Metazoa 
207650, Eukaryota , Metazoa 
9739, Eukaryota , Metazoa 
9739, Eukaryota , Metazoa 
42192, Eukaryota , Metazoa 
42192, Eukaryota , Metazoa 
36987, Eukaryota , Metazoa 
6941, Eukaryota , Metazoa 
163159, Eukaryota , Metazoa 
40686, Eukaryota , Viridiplantae 
43346, Eukaryota , Metazoa 
132908, Eukaryota , Metazoa 
132113, Eukaryota , Metazoa 
132113, Eukaryota , Metazoa 
7950, Eukaryota , Metazoa 
7950, Eukaryota , Metazoa 
609295, Eukaryota , Metazoa 
609295, Eukaryota , Metazoa 
1041015, Eukaryota , Metazoa 
30033, Eukaryota , Metazoa 
7741, Eukaryota , Metazoa 
7741, Eukaryota , Metazoa 
7741, Eukaryota , Metazoa 
7741, Eukaryota , Metazoa 
9915, Eukaryota , Metazoa 
9915, Eukaryota , Metazoa 
38626, Eukaryota , Metazoa 
10089, Eukaryota , Metazoa 
10089, Eukaryota , Metazoa 
10160, Eukaryota , Metazoa 
10160, Eukaryota , Metazoa 
9696, Eukaryota , Metazoa 
7957, Eukaryota , Metazoa 
7957, Eukaryota , Metazoa 
6956, Eukaryota , Metazoa 
6956, Eukaryota , Metazoa 
50390, Eukaryota , Metazoa 
210632, Eukaryota , Metazoa 
210632, Eukaryota , Metazoa 
6645, Eukaryota , Metazoa 
1415580, Eukaryota , Metazoa 
1415580, Eukaryota , Metazoa 
7950, Eukaryota , Metazoa 
7226, Eukaryota , Metazoa 
103933, Eukaryota , Metazoa 
103933, Eukaryota , Metazoa 
260995, Eukaryota , Metazoa 
260995, Eukaryota , Metazoa 
8218, Eukaryota , Metazoa 
8218, Eukaryota , Metazoa 
8218, Eukaryota , Metazoa 
7291, Eukaryota , Metazoa 
161013, Eukaryota , Metazoa 
161013, Eukaryota , Metazoa 
94885, Eukaryota , Metazoa 
8010, Eukaryota , Metazoa 
8010, Eukaryota , Metazoa 
8010, Eukaryota , Metazoa 
8010, Eukaryota , Metazoa 
8010, Eukaryota , Metazoa 
8010, Eukaryota , Metazoa 
8010, Eukaryota , Metazoa 
390850, Eukaryota , Metazoa 
390850, Eukaryota , Metazoa 
6233, Eukaryota , Metazoa 
7111, Eukaryota , Metazoa 
9749, Eukaryota , Metazoa 
9713, Eukaryota , Metazoa 
9713, Eukaryota , Metazoa 
7200, Eukaryota , Metazoa 
278856, Eukaryota , Metazoa 
6289, Eukaryota , Metazoa 
6289, Eukaryota , Metazoa 
2664684, Eukaryota , Metazoa 
6326, Eukaryota , Metazoa 
36200, Eukaryota , Metazoa 
219545, Eukaryota , Metazoa 
369639, Eukaryota , Metazoa 
5693, Eukaryota , Other
77932, Eukaryota , Metazoa 
10212, Eukaryota , Metazoa 
59472, Eukaryota , Metazoa 
59472, Eukaryota , Metazoa 
59472, Eukaryota , Metazoa 
51298, Eukaryota , Metazoa 
51298, Eukaryota , Metazoa 
51298, Eukaryota , Metazoa 
51298, Eukaryota , Metazoa 
51298, Eukaryota , Metazoa 
59479, Eukaryota , Metazoa 
59479, Eukaryota , Metazoa 
27622, Eukaryota , Metazoa 
27622, Eukaryota , Metazoa 
27622, Eukaryota , Metazoa 
27622, Eukaryota , Metazoa 
9407, Eukaryota , Metazoa 
9407, Eukaryota , Metazoa 
9407, Eukaryota , Metazoa 
9407, Eukaryota , Metazoa 
9407, Eukaryota , Metazoa 
9407, Eukaryota , Metazoa 
34289, Eukaryota , Viridiplantae 
34287, Eukaryota , Viridiplantae 
34286, Eukaryota , Viridiplantae 
34290, Eukaryota , Viridiplantae 
34288, Eukaryota , Viridiplantae 
34282, Eukaryota , Viridiplantae 
34285, Eukaryota , Viridiplantae 
34283, Eukaryota , Viridiplantae 
34291, Eukaryota , Viridiplantae 
458187, Eukaryota , Metazoa 
48396, Eukaryota , Metazoa 
44397, Eukaryota , Metazoa 
337179, Eukaryota , Metazoa 
153643, Eukaryota , Metazoa 
369605, Eukaryota , Metazoa 
33598, Eukaryota , Metazoa 
254557, Eukaryota , Metazoa 
287016, Eukaryota , Metazoa 
28713, Eukaryota , Metazoa 
458190, Eukaryota , Metazoa 
360224, Eukaryota , Metazoa 
57439, Eukaryota , Metazoa 
461245, Eukaryota , Metazoa 
54386, Eukaryota , Metazoa 
48435, Eukaryota , Metazoa 
2585814, Eukaryota , Metazoa 
83376, Eukaryota , Metazoa 
371919, Eukaryota , Metazoa 
227182, Eukaryota , Metazoa 
39638, Eukaryota , Metazoa 
48891, Eukaryota , Metazoa 
381881, Eukaryota , Metazoa 
8805, Eukaryota , Metazoa 
2585813, Eukaryota , Metazoa 
74200, Eukaryota , Metazoa 
127929, Eukaryota , Metazoa 
254446, Eukaryota , Metazoa 
8787, Eukaryota , Metazoa 
110676, Eukaryota , Metazoa 
48426, Eukaryota , Metazoa 
79653, Eukaryota , Metazoa 
8790, Eukaryota , Metazoa 
2585815, Eukaryota , Metazoa 
243314, Eukaryota , Metazoa 
54059, Eukaryota , Metazoa 
1109041, Eukaryota , Metazoa 
54359, Eukaryota , Metazoa 
886794, Eukaryota , Metazoa 
56311, Eukaryota , Metazoa 
103956, Eukaryota , Metazoa 
56343, Eukaryota , Metazoa 
1118748, Eukaryota , Metazoa 
161653, Eukaryota , Metazoa 
670337, Eukaryota , Metazoa 
159581, Eukaryota , Metazoa 
68497, Eukaryota , Metazoa 
98133, Eukaryota , Metazoa 
1112836, Eukaryota , Metazoa 
302527, Eukaryota , Metazoa 
227228, Eukaryota , Metazoa 
317792, Eukaryota , Metazoa 
2529409, Eukaryota , Metazoa 
269412, Eukaryota , Metazoa 
28697, Eukaryota , Metazoa 
75485, Eukaryota , Metazoa 
13746, Eukaryota , Metazoa 
84834, Eukaryota , Metazoa 
79628, Eukaryota , Metazoa 
297813, Eukaryota , Metazoa 
43316, Eukaryota , Metazoa 
8502, Eukaryota , Metazoa 
8502, Eukaryota , Metazoa 
252671, Eukaryota , Metazoa 
7460, Eukaryota , Metazoa 
7425, Eukaryota , Metazoa 
109461, Eukaryota , Metazoa 
7425, Eukaryota , Metazoa 
7425, Eukaryota , Metazoa 
7668, Eukaryota , Metazoa 
7460, Eukaryota , Metazoa 
7668, Eukaryota , Metazoa 
97700, Eukaryota , Viridiplantae 
9305, Eukaryota , Metazoa 
9305, Eukaryota , Metazoa 
9305, Eukaryota , Metazoa 
9305, Eukaryota , Metazoa 
9305, Eukaryota , Metazoa 
9305, Eukaryota , Metazoa 
9646, Eukaryota , Metazoa 
9646, Eukaryota , Metazoa 
9646, Eukaryota , Metazoa 
9646, Eukaryota , Metazoa 
9646, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
64144, Eukaryota , Metazoa 
205130, Eukaryota , Metazoa 
205130, Eukaryota , Metazoa 
205130, Eukaryota , Metazoa 
205130, Eukaryota , Metazoa 
205130, Eukaryota , Metazoa 
205130, Eukaryota , Metazoa 
9541, Eukaryota , Metazoa 
343691, Eukaryota , Metazoa 
61478, Eukaryota , Metazoa 
69355, Eukaryota , Metazoa 
629360, Eukaryota , Metazoa 
170557, Eukaryota , Metazoa 
170555, Eukaryota , Metazoa 
399045, Eukaryota , Metazoa 
61476, Eukaryota , Metazoa 
61484, Eukaryota , Metazoa 
61474, Eukaryota , Metazoa 
629358, Eukaryota , Metazoa 
509924, Eukaryota , Metazoa 
38833, Eukaryota , Viridiplantae 
1169539, Eukaryota , Other
315492, Eukaryota , Metazoa 
3483, Eukaryota , Viridiplantae 
9103, Eukaryota , Metazoa 
9103, Eukaryota , Metazoa 
4577, Eukaryota , Viridiplantae 
465554, Eukaryota , Metazoa 
34880, Eukaryota , Metazoa 
158019, Eukaryota , Metazoa 
158019, Eukaryota , Metazoa 
89957, Eukaryota , Other
433720, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
249248, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
1234261, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
249248, Eukaryota , Metazoa 
104777, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
249248, Eukaryota , Metazoa 
1234261, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
249248, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
249248, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
2762512, Eukaryota , Metazoa 
2762512, Eukaryota , Metazoa 
2762512, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
392033, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
433720, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
2762512, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
392032, Eukaryota , Metazoa 
345717, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
2762511, Eukaryota , Metazoa 
111125, Eukaryota , Metazoa 
561572, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
89673, Eukaryota , Metazoa 
30732, Eukaryota , Metazoa 
354439, Eukaryota , Metazoa 
30212, Eukaryota , Metazoa 
30213, Eukaryota , Metazoa 
52283, Eukaryota , Metazoa 
9995, Eukaryota , Metazoa 
13715, Eukaryota , Viridiplantae 
684658, Eukaryota , Metazoa 
245042, Eukaryota , Metazoa 
9940, Eukaryota , Metazoa 
621737, Eukaryota , Metazoa 
2715315, Eukaryota , Metazoa 
230686, Eukaryota , Metazoa 
230685, Eukaryota , Metazoa 
667144, Eukaryota , Metazoa 
33601, Eukaryota , Metazoa 
175131, Eukaryota , Metazoa 
81927, Eukaryota , Metazoa 
56067, Eukaryota , Metazoa 
1977171, Eukaryota , Metazoa 
176039, Eukaryota , Metazoa 
142471, Eukaryota , Metazoa 
243888, Eukaryota , Metazoa 
240729, Eukaryota , Metazoa 
40210, Eukaryota , Metazoa 
29158, Eukaryota , Metazoa 
29158, Eukaryota , Metazoa 
419612, Eukaryota , Metazoa 
1230840, Eukaryota , Metazoa 
202946, Eukaryota , Metazoa 
202946, Eukaryota , Metazoa 
419612, Eukaryota , Metazoa 
294128, Eukaryota , Metazoa 
186990, Eukaryota , Metazoa 
51338, Eukaryota , Metazoa 
51338, Eukaryota , Metazoa 
51338, Eukaryota , Metazoa 
51338, Eukaryota , Metazoa 
30608, Eukaryota , Metazoa 
133434, Eukaryota , Metazoa 
6565, Eukaryota , Metazoa 
6565, Eukaryota , Metazoa 
334116, Eukaryota , Metazoa 
334116, Eukaryota , Metazoa 
419612, Eukaryota , Metazoa 
419612, Eukaryota , Metazoa 
419612, Eukaryota , Metazoa 
419612, Eukaryota , Metazoa 
419612, Eukaryota , Metazoa 
9771, Eukaryota , Metazoa 
9771, Eukaryota , Metazoa 
9771, Eukaryota , Metazoa 
132585, Eukaryota , Metazoa 
132585, Eukaryota , Metazoa 
132585, Eukaryota , Metazoa 
132585, Eukaryota , Metazoa 
132585, Eukaryota , Metazoa 
132585, Eukaryota , Metazoa 
8845, Eukaryota , Metazoa 
8845, Eukaryota , Metazoa 
132585, Eukaryota , Metazoa 
8845, Eukaryota , Metazoa 
241587, Eukaryota , Metazoa 
211598, Eukaryota , Metazoa 
8824, Eukaryota , Metazoa 
8824, Eukaryota , Metazoa 
8839, Eukaryota , Metazoa 
8839, Eukaryota , Metazoa 
8839, Eukaryota , Metazoa 
75864, Eukaryota , Metazoa 
75864, Eukaryota , Metazoa 
75864, Eukaryota , Metazoa 
75864, Eukaryota , Metazoa 
30521, Eukaryota , Metazoa 
30521, Eukaryota , Metazoa 
30521, Eukaryota , Metazoa 
30521, Eukaryota , Metazoa 
30521, Eukaryota , Metazoa 
8839, Eukaryota , Metazoa 
224669, Eukaryota , Metazoa 
224669, Eukaryota , Metazoa 
224669, Eukaryota , Metazoa 
9771, Eukaryota , Metazoa 
9771, Eukaryota , Metazoa 
9771, Eukaryota , Metazoa 
30461, Eukaryota , Metazoa 
30461, Eukaryota , Metazoa 
30461, Eukaryota , Metazoa 
30461, Eukaryota , Metazoa 
106734, Eukaryota , Metazoa 
106734, Eukaryota , Metazoa 
106734, Eukaryota , Metazoa 
106734, Eukaryota , Metazoa 
106734, Eukaryota , Metazoa 
9771, Eukaryota , Metazoa 
106734, Eukaryota , Metazoa 
286419, Eukaryota , Metazoa 
286419, Eukaryota , Metazoa 
9615, Eukaryota , Metazoa 
9615, Eukaryota , Metazoa 
9615, Eukaryota , Metazoa 
9615, Eukaryota , Metazoa 
9615, Eukaryota , Metazoa 
9615, Eukaryota , Metazoa 
156563, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
9925, Eukaryota , Metazoa 
9925, Eukaryota , Metazoa 
9925, Eukaryota , Metazoa 
9925, Eukaryota , Metazoa 
9925, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
34839, Eukaryota , Metazoa 
9925, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
93934, Eukaryota , Metazoa 
8103, Eukaryota , Metazoa 
8103, Eukaryota , Metazoa 
8103, Eukaryota , Metazoa 
8103, Eukaryota , Metazoa 
1240228, Eukaryota , Metazoa 
1240228, Eukaryota , Metazoa 
8478, Eukaryota , Metazoa 
8478, Eukaryota , Metazoa 
8478, Eukaryota , Metazoa 
8103, Eukaryota , Metazoa 
8103, Eukaryota , Metazoa 
8103, Eukaryota , Metazoa 
8103, Eukaryota , Metazoa 
1240228, Eukaryota , Metazoa 
1240228, Eukaryota , Metazoa 
1240228, Eukaryota , Metazoa 
425635, Eukaryota , Metazoa 
425635, Eukaryota , Metazoa 
9089, Eukaryota , Metazoa 
9089, Eukaryota , Metazoa 
181631, Eukaryota , Metazoa 
181631, Eukaryota , Metazoa 
181631, Eukaryota , Metazoa 
181631, Eukaryota , Metazoa 
181631, Eukaryota , Metazoa 
8475, Eukaryota , Metazoa 
91951, Eukaryota , Metazoa 
91951, Eukaryota , Metazoa 
91951, Eukaryota , Metazoa 
91951, Eukaryota , Metazoa 
51154, Eukaryota , Metazoa 
51154, Eukaryota , Metazoa 
91951, Eukaryota , Metazoa 
299321, Eukaryota , Metazoa 
299321, Eukaryota , Metazoa 
299321, Eukaryota , Metazoa 
299321, Eukaryota , Metazoa 
299321, Eukaryota , Metazoa 
299321, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
13489, Eukaryota , Metazoa 
8790, Eukaryota , Metazoa 
9793, Eukaryota , Metazoa 
27687, Eukaryota , Metazoa 
100819, Eukaryota , Metazoa 
100819, Eukaryota , Metazoa 
100819, Eukaryota , Metazoa 
100819, Eukaryota , Metazoa 
100819, Eukaryota , Metazoa 
1825980, Eukaryota , Metazoa 
1825980, Eukaryota , Metazoa 
1825980, Eukaryota , Metazoa 
1825980, Eukaryota , Metazoa 
1825980, Eukaryota , Metazoa 
1825980, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
8049, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
441366, Eukaryota , Metazoa 
40217, Eukaryota , Metazoa 
445787, Eukaryota , Metazoa 
445787, Eukaryota , Metazoa 
445787, Eukaryota , Metazoa 
8630, Eukaryota , Metazoa 
8630, Eukaryota , Metazoa 
8630, Eukaryota , Metazoa 
8630, Eukaryota , Metazoa 
8630, Eukaryota , Metazoa 
8630, Eukaryota , Metazoa 
8630, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
30608, Eukaryota , Metazoa 
30608, Eukaryota , Metazoa 
30608, Eukaryota , Metazoa 
8630, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
2593467, Eukaryota , Metazoa 
9994, Eukaryota , Metazoa 
40151, Eukaryota , Metazoa 
40151, Eukaryota , Metazoa 
40151, Eukaryota , Metazoa 
68415, Eukaryota , Metazoa 
68415, Eukaryota , Metazoa 
40151, Eukaryota , Metazoa 
68415, Eukaryota , Metazoa 
68415, Eukaryota , Metazoa 
10103, Eukaryota , Metazoa 
105023, Eukaryota , Metazoa 
105023, Eukaryota , Metazoa 
105023, Eukaryota , Metazoa 
105023, Eukaryota , Metazoa 
105023, Eukaryota , Metazoa 
105023, Eukaryota , Metazoa 
105023, Eukaryota , Metazoa 
105023, Eukaryota , Metazoa 
35670, Eukaryota , Metazoa 
35670, Eukaryota , Metazoa 
30464, Eukaryota , Metazoa 
452646, Eukaryota , Metazoa 
452646, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
452646, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8019, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
183150, Eukaryota , Metazoa 
183150, Eukaryota , Metazoa 
183150, Eukaryota , Metazoa 
183150, Eukaryota , Metazoa 
183150, Eukaryota , Metazoa 
183150, Eukaryota , Metazoa 
257818, Eukaryota , Metazoa 
183150, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
74940, Eukaryota , Metazoa 
