Node,superkingdom,kingdom
74940, Eukaryota , Metazoa 
367368, Eukaryota , Metazoa 
9689, Eukaryota , Metazoa 
9689, Eukaryota , Metazoa 
9689, Eukaryota , Metazoa 
1328070, Eukaryota , Metazoa 
1328070, Eukaryota , Metazoa 
1328070, Eukaryota , Metazoa 
1328070, Eukaryota , Metazoa 
42100, Eukaryota , Metazoa 
42100, Eukaryota , Metazoa 
42100, Eukaryota , Metazoa 
42100, Eukaryota , Metazoa 
9689, Eukaryota , Metazoa 
1328070, Eukaryota , Metazoa 
42100, Eukaryota , Metazoa 
9049, Eukaryota , Metazoa 
591936, Eukaryota , Metazoa 
591936, Eukaryota , Metazoa 
74533, Eukaryota , Metazoa 
74533, Eukaryota , Metazoa 
74533, Eukaryota , Metazoa 
591936, Eukaryota , Metazoa 
591936, Eukaryota , Metazoa 
9135, Eukaryota , Metazoa 
99837, Eukaryota , Metazoa 
113540, Eukaryota , Metazoa 
113540, Eukaryota , Metazoa 
113540, Eukaryota , Metazoa 
113540, Eukaryota , Metazoa 
113540, Eukaryota , Metazoa 
113540, Eukaryota , Metazoa 
283035, Eukaryota , Metazoa 
283035, Eukaryota , Metazoa 
283035, Eukaryota , Metazoa 
283035, Eukaryota , Metazoa 
113540, Eukaryota , Metazoa 
113540, Eukaryota , Metazoa 
283035, Eukaryota , Metazoa 
283035, Eukaryota , Metazoa 
283035, Eukaryota , Metazoa 
283035, Eukaryota , Metazoa 
96440, Eukaryota , Metazoa 
311401, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
55149, Eukaryota , Metazoa 
55149, Eukaryota , Metazoa 
55149, Eukaryota , Metazoa 
9565, Eukaryota , Metazoa 
9565, Eukaryota , Metazoa 
9565, Eukaryota , Metazoa 
9565, Eukaryota , Metazoa 
61221, Eukaryota , Metazoa 
9999, Eukaryota , Metazoa 
9999, Eukaryota , Metazoa 
44394, Eukaryota , Metazoa 
1220523, Eukaryota , Metazoa 
1220523, Eukaryota , Metazoa 
52904, Eukaryota , Metazoa 
52904, Eukaryota , Metazoa 
52904, Eukaryota , Metazoa 
52904, Eukaryota , Metazoa 
52904, Eukaryota , Metazoa 
52904, Eukaryota , Metazoa 
52904, Eukaryota , Metazoa 
7175, Eukaryota , Metazoa 
7175, Eukaryota , Metazoa 
7175, Eukaryota , Metazoa 
428564, Eukaryota , Metazoa 
428564, Eukaryota , Metazoa 
117010, Eukaryota , Fungi 
2823264, Eukaryota , Fungi 
9615, Eukaryota , Metazoa 
79782, Eukaryota , Metazoa 
79782, Eukaryota , Metazoa 
8364, Eukaryota , Metazoa 
8355, Eukaryota , Metazoa 
8355, Eukaryota , Metazoa 
8355, Eukaryota , Metazoa 
8364, Eukaryota , Metazoa 
6347, Eukaryota , Metazoa 
6347, Eukaryota , Metazoa 
51543, Eukaryota , Metazoa 
39272, Eukaryota , Metazoa 
2874296, Eukaryota , Metazoa 
151541, Eukaryota , Metazoa 
151541, Eukaryota , Metazoa 
27404, Eukaryota , Metazoa 
1594786, Eukaryota , Metazoa 
6706, Eukaryota , Metazoa 
103762, Eukaryota , Viridiplantae 
103762, Eukaryota , Viridiplantae 
103762, Eukaryota , Viridiplantae 
47600, Eukaryota , Viridiplantae 
202257, Eukaryota , Metazoa 
57060, Eukaryota , Metazoa 
57060, Eukaryota , Metazoa 
79684, Eukaryota , Metazoa 
7067, Eukaryota , Metazoa 
7917, Eukaryota , Metazoa 
405034, Eukaryota , Metazoa 
7740, Eukaryota , Metazoa 
7740, Eukaryota , Metazoa 
2038154, Eukaryota , Metazoa 
5210, Eukaryota , Fungi 
364589, Eukaryota , Metazoa 
6279, Eukaryota , Metazoa 
29073, Eukaryota , Metazoa 
7950, Eukaryota , Metazoa 
48883, Eukaryota , Metazoa 
9615, Eukaryota , Metazoa 
9615, Eukaryota , Metazoa 
9606, Eukaryota , Metazoa 
281687, Eukaryota , Metazoa 
7029, Eukaryota , Metazoa 
6282, Eukaryota , Metazoa 
7029, Eukaryota , Metazoa 
7029, Eukaryota , Metazoa 
874455, Eukaryota , Metazoa 
874455, Eukaryota , Metazoa 
197152, Eukaryota , Metazoa 
197152, Eukaryota , Metazoa 
197152, Eukaryota , Metazoa 
197152, Eukaryota , Metazoa 
2654633, Eukaryota , Metazoa 
2777116, Eukaryota , Metazoa 
1234261, Eukaryota , Metazoa 
1234261, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
392030, Eukaryota , Metazoa 
6550, Eukaryota , Metazoa 
6550, Eukaryota , Metazoa 
110799, Eukaryota , Metazoa 
51655, Eukaryota , Metazoa 
348720, Eukaryota , Metazoa 
69181, Eukaryota , Viridiplantae 
69181, Eukaryota , Viridiplantae 
69181, Eukaryota , Viridiplantae 
69181, Eukaryota , Viridiplantae 
248454, Eukaryota , Metazoa 
59628, Eukaryota , Metazoa 
175797, Eukaryota , Metazoa 
34504, Eukaryota , Metazoa 
94029, Eukaryota , Metazoa 
79923, Eukaryota , Metazoa 
8475, Eukaryota , Metazoa 
247094, Eukaryota , Metazoa 
247094, Eukaryota , Metazoa 
7994, Eukaryota , Metazoa 
121402, Eukaryota , Metazoa 
3696, Eukaryota , Viridiplantae 
3696, Eukaryota , Viridiplantae 
9669, Eukaryota , Metazoa 
9669, Eukaryota , Metazoa 
9669, Eukaryota , Metazoa 
9669, Eukaryota , Metazoa 
9669, Eukaryota , Metazoa 
9669, Eukaryota , Metazoa 
8040, Eukaryota , Metazoa 
8040, Eukaryota , Metazoa 
8040, Eukaryota , Metazoa 
9031, Eukaryota , Metazoa 
29159, Eukaryota , Metazoa 
2740835, Eukaryota , Metazoa 
299642, Eukaryota , Metazoa 
299642, Eukaryota , Metazoa 
2747483, Eukaryota , Metazoa 
52824, Eukaryota , Viridiplantae 
52824, Eukaryota , Viridiplantae 
52824, Eukaryota , Viridiplantae 
52824, Eukaryota , Viridiplantae 
118781, Eukaryota , Viridiplantae 
118781, Eukaryota , Viridiplantae 
118781, Eukaryota , Viridiplantae 
55291, Eukaryota , Metazoa 
2652724, Eukaryota , Metazoa 
46514, Eukaryota , Metazoa 
46514, Eukaryota , Metazoa 
290746, Eukaryota , Metazoa 
290746, Eukaryota , Metazoa 
31243, Eukaryota , Metazoa 
31243, Eukaryota , Metazoa 
31243, Eukaryota , Metazoa 
6306, Eukaryota , Metazoa 
6306, Eukaryota , Metazoa 
6306, Eukaryota , Metazoa 
55785, Eukaryota , Metazoa 
2011161, Eukaryota , Metazoa 
2011161, Eukaryota , Metazoa 
310955, Eukaryota , Metazoa 
6257, Eukaryota , Metazoa 
6257, Eukaryota , Metazoa 
166011, Eukaryota , Metazoa 
2138241, Eukaryota , Metazoa 
13658, Eukaryota , Metazoa 
6303, Eukaryota , Metazoa 
298350, Eukaryota , Metazoa 
48799, Eukaryota , Metazoa 
6954, Eukaryota , Metazoa 
6185, Eukaryota , Metazoa 
6185, Eukaryota , Metazoa 
6185, Eukaryota , Metazoa 
7107, Eukaryota , Metazoa 
8355, Eukaryota , Metazoa 
8022, Eukaryota , Metazoa 
714518, Eukaryota , Viridiplantae 
7998, Eukaryota , Metazoa 
30195, Eukaryota , Metazoa 
9708, Eukaryota , Metazoa 
185453, Eukaryota , Metazoa 
201502, Eukaryota , Metazoa 
30195, Eukaryota , Metazoa 
7932, Eukaryota , Metazoa 
7936, Eukaryota , Metazoa 
337641, Eukaryota , Metazoa 
47602, Eukaryota , Viridiplantae 
74926, Eukaryota , Metazoa 
45954, Eukaryota , Metazoa 
6954, Eukaryota , Metazoa 
176946, Eukaryota , Metazoa 
6252, Eukaryota , Metazoa 
319348, Eukaryota , Metazoa 
44386, Eukaryota , Metazoa 
7370, Eukaryota , Metazoa 
69820, Eukaryota , Metazoa 
7739, Eukaryota , Metazoa 
7739, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
630221, Eukaryota , Metazoa 
9793, Eukaryota , Metazoa 
9793, Eukaryota , Metazoa 
9796, Eukaryota , Metazoa 
9796, Eukaryota , Metazoa 
9796, Eukaryota , Metazoa 
467358, Eukaryota , Metazoa 
40085, Eukaryota , Metazoa 
315576, Eukaryota , Metazoa 
444603, Eukaryota , Metazoa 
80249, Eukaryota , Metazoa 
689277, Eukaryota , Metazoa 
2598218, Eukaryota , Metazoa 
1431903, Eukaryota , Metazoa 
85310, Eukaryota , Metazoa 
7109, Eukaryota , Metazoa 
80765, Eukaryota , Metazoa 
200917, Eukaryota , Metazoa 
200917, Eukaryota , Metazoa 
7116, Eukaryota , Metazoa 
2970133, Eukaryota , Metazoa 
860376, Eukaryota , Metazoa 
860376, Eukaryota , Metazoa 
2878363, Eukaryota , Metazoa 
565426, Eukaryota , Fungi 
103775, Eukaryota , Metazoa 
630683, Eukaryota , Metazoa 
40697, Eukaryota , Metazoa 
77065, Eukaryota , Viridiplantae 
35572, Eukaryota , Metazoa 
206669, Eukaryota , Metazoa 
118154, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7962, Eukaryota , Metazoa 
7108, Eukaryota , Metazoa 
64838, Eukaryota , Metazoa 
64838, Eukaryota , Metazoa 
9691, Eukaryota , Metazoa 
9691, Eukaryota , Metazoa 
9691, Eukaryota , Metazoa 
9691, Eukaryota , Metazoa 
9691, Eukaryota , Metazoa 
9691, Eukaryota , Metazoa 
158456, Eukaryota , Metazoa 
6526, Eukaryota , Metazoa 
6526, Eukaryota , Metazoa 
6526, Eukaryota , Metazoa 
9837, Eukaryota , Metazoa 
9837, Eukaryota , Metazoa 
992332, Eukaryota , Metazoa 
174260, Eukaryota , Metazoa 
5888, Eukaryota , Other
5888, Eukaryota , Other
30331, Eukaryota , Metazoa 
45351, Eukaryota , Metazoa 
436907, Eukaryota , Fungi 
240176, Eukaryota , Fungi 
6238, Eukaryota , Metazoa 
7176, Eukaryota , Metazoa 
7955, Eukaryota , Metazoa 
7217, Eukaryota , Metazoa 
7220, Eukaryota , Metazoa 
10228, Eukaryota , Metazoa 
7234, Eukaryota , Metazoa 
7238, Eukaryota , Metazoa 
7222, Eukaryota , Metazoa 
7230, Eukaryota , Metazoa 
7244, Eukaryota , Metazoa 
7260, Eukaryota , Metazoa 
7245, Eukaryota , Metazoa 
7240, Eukaryota , Metazoa 
402676, Eukaryota , Fungi 
556484, Eukaryota , Other
6945, Eukaryota , Metazoa 
9606, Eukaryota , Metazoa 
4577, Eukaryota , Viridiplantae 
35128, Eukaryota , Other
3694, Eukaryota , Viridiplantae 
3988, Eukaryota , Viridiplantae 
36329, Eukaryota , Other
7739, Eukaryota , Metazoa 
644223, Eukaryota , Fungi 
7070, Eukaryota , Metazoa 
9646, Eukaryota , Metazoa 
81972, Eukaryota , Viridiplantae 
88036, Eukaryota , Viridiplantae 
88036, Eukaryota , Viridiplantae 
121224, Eukaryota , Metazoa 
9913, Eukaryota , Metazoa 
104421, Eukaryota , Metazoa 
610380, Eukaryota , Metazoa 
6238, Eukaryota , Metazoa 
418459, Eukaryota , Fungi 
31234, Eukaryota , Metazoa 
34765, Eukaryota , Metazoa 
34765, Eukaryota , Metazoa 
6669, Eukaryota , Metazoa 
9606, Eukaryota , Metazoa 
8167, Eukaryota , Metazoa 
6253, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
747676, Eukaryota , Fungi 
103372, Eukaryota , Metazoa 
29760, Eukaryota , Viridiplantae 
9483, Eukaryota , Metazoa 
9483, Eukaryota , Metazoa 
8364, Eukaryota , Metazoa 
9796, Eukaryota , Metazoa 
13616, Eukaryota , Metazoa 
135651, Eukaryota , Metazoa 
135651, Eukaryota , Metazoa 
5932, Eukaryota , Other
1064592, Eukaryota , Fungi 
9103, Eukaryota , Metazoa 
61853, Eukaryota , Metazoa 
10029, Eukaryota , Metazoa 
34609, Eukaryota , Metazoa 
69293, Eukaryota , Metazoa 
9785, Eukaryota , Metazoa 
9103, Eukaryota , Metazoa 
9305, Eukaryota , Metazoa 
380704, Eukaryota , Fungi 
242507, Eukaryota , Fungi 
10181, Eukaryota , Metazoa 
9541, Eukaryota , Metazoa 
9669, Eukaryota , Metazoa 
413071, Eukaryota , Fungi 
1071382, Eukaryota , Fungi 
79923, Eukaryota , Metazoa 
8090, Eukaryota , Metazoa 
31033, Eukaryota , Metazoa 
31033, Eukaryota , Metazoa 
7719, Eukaryota , Metazoa 
51511, Eukaryota , Metazoa 
51511, Eukaryota , Metazoa 
51511, Eukaryota , Metazoa 
7897, Eukaryota , Metazoa 
99883, Eukaryota , Metazoa 
9544, Eukaryota , Metazoa 
9544, Eukaryota , Metazoa 
15368, Eukaryota , Viridiplantae 
3847, Eukaryota , Viridiplantae 
9544, Eukaryota , Metazoa 
8128, Eukaryota , Metazoa 
644352, Eukaryota , Fungi 
9606, Eukaryota , Metazoa 
9606, Eukaryota , Metazoa 
8729, Eukaryota , Metazoa 
6293, Eukaryota , Metazoa 
7159, Eukaryota , Metazoa 
4555, Eukaryota , Viridiplantae 
9606, Eukaryota , Metazoa 
13735, Eukaryota , Metazoa 
13735, Eukaryota , Metazoa 
9430, Eukaryota , Metazoa 
9823, Eukaryota , Metazoa 
9402, Eukaryota , Metazoa 
225400, Eukaryota , Metazoa 
72859, Eukaryota , Metazoa 
72859, Eukaryota , Metazoa 
72004, Eukaryota , Metazoa 
246437, Eukaryota , Metazoa 
4113, Eukaryota , Viridiplantae 
8083, Eukaryota , Metazoa 
559515, Eukaryota , Other
3711, Eukaryota , Viridiplantae 
3711, Eukaryota , Viridiplantae 
3760, Eukaryota , Viridiplantae 
8469, Eukaryota , Metazoa 
77166, Eukaryota , Metazoa 
9606, Eukaryota , Metazoa 
8364, Eukaryota , Metazoa 
6239, Eukaryota , Metazoa 
6239, Eukaryota , Metazoa 
185431, Eukaryota , Other
185431, Eukaryota , Other
99883, Eukaryota , Metazoa 
8355, Eukaryota , Metazoa 
214684, Eukaryota , Fungi 
9031, Eukaryota , Metazoa 
284591, Eukaryota , Fungi 
9606, Eukaryota , Metazoa 
10116, Eukaryota , Metazoa 
7165, Eukaryota , Metazoa 
81985, Eukaryota , Viridiplantae 
8839, Eukaryota , Metazoa 
1287680, Eukaryota , Fungi 
329032, Eukaryota , Metazoa 
283909, Eukaryota , Metazoa 
116150, Eukaryota , Metazoa 
109478, Eukaryota , Metazoa 
419612, Eukaryota , Metazoa 
35024, Eukaryota , Metazoa 
6412, Eukaryota , Metazoa 
126957, Eukaryota , Metazoa 
32264, Eukaryota , Metazoa 
7370, Eukaryota , Metazoa 
6087, Eukaryota , Metazoa 
9483, Eukaryota , Metazoa 
77166, Eukaryota , Metazoa 
1370023, Eukaryota , Metazoa 
683840, Eukaryota , Fungi 
225164, Eukaryota , Metazoa 
72664, Eukaryota , Viridiplantae 
85681, Eukaryota , Viridiplantae 
85681, Eukaryota , Viridiplantae 
34613, Eukaryota , Metazoa 
3885, Eukaryota , Viridiplantae 
7461, Eukaryota , Metazoa 
7868, Eukaryota , Metazoa 
7539, Eukaryota , Metazoa 
13333, Eukaryota , Viridiplantae 
51031, Eukaryota , Metazoa 
1036726, Eukaryota , Other
57270, Eukaryota , Other
43151, Eukaryota , Metazoa 
7994, Eukaryota , Metazoa 
7918, Eukaryota , Metazoa 
7918, Eukaryota , Metazoa 
7998, Eukaryota , Metazoa 
478859, Eukaryota , Other
57266, Eukaryota , Other
1237627, Eukaryota , Other
7213, Eukaryota , Metazoa 
1182542, Eukaryota , Fungi 
1445577, Eukaryota , Fungi 
568076, Eukaryota , Fungi 
1432141, Eukaryota , Fungi 
1388766, Eukaryota , Fungi 
1215330, Eukaryota , Fungi 
1215331, Eukaryota , Fungi 
65357, Eukaryota , Other
1344414, Eukaryota , Fungi 
157072, Eukaryota , Other
157072, Eukaryota , Other
691883, Eukaryota , Other
1215338, Eukaryota , Fungi 
5854, Eukaryota , Other
409370, Eukaryota , Fungi 
36022, Eukaryota , Fungi 
5286, Eukaryota , Fungi 
3641, Eukaryota , Viridiplantae 
3641, Eukaryota , Viridiplantae 
1277687, Eukaryota , Fungi 
1268274, Eukaryota , Fungi 
429131, Eukaryota , Other
582737, Eukaryota , Viridiplantae 
582737, Eukaryota , Viridiplantae 
582737, Eukaryota , Viridiplantae 
1159556, Eukaryota , Fungi 
1037660, Eukaryota , Fungi 
1173701, Eukaryota , Fungi 
695850, Eukaryota , Other
180498, Eukaryota , Viridiplantae 
930990, Eukaryota , Fungi 
1137138, Eukaryota , Fungi 
685588, Eukaryota , Fungi 
1263082, Eukaryota , Fungi 
49390, Eukaryota , Viridiplantae 
1182545, Eukaryota , Fungi 
1423351, Eukaryota , Fungi 
1043003, Eukaryota , Fungi 
1043004, Eukaryota , Fungi 
1043002, Eukaryota , Fungi 
1043005, Eukaryota , Fungi 
988480, Eukaryota , Fungi 
1398559, Eukaryota , Fungi 
688394, Eukaryota , Fungi 
3708, Eukaryota , Viridiplantae 
3708, Eukaryota , Viridiplantae 
5861, Eukaryota , Other
1317066, Eukaryota , Other
1280523, Eukaryota , Fungi 
1283841, Eukaryota , Fungi 
943119, Eukaryota , Other
1130820, Eukaryota , Other
943167, Eukaryota , Other
943118, Eukaryota , Other
933077, Eukaryota , Other
857340, Eukaryota , Fungi 
5679, Eukaryota , Other
1077442, Eukaryota , Fungi 
1437433, Eukaryota , Fungi 
1391699, Eukaryota , Fungi 
1420901, Eukaryota , Fungi 
1420906, Eukaryota , Fungi 
1420902, Eukaryota , Fungi 
1420907, Eukaryota , Fungi 
1420909, Eukaryota , Fungi 
1420910, Eukaryota , Fungi 
1420913, Eukaryota , Fungi 
1420912, Eukaryota , Fungi 
1420911, Eukaryota , Fungi 
1420914, Eukaryota , Fungi 
1420915, Eukaryota , Fungi 
294750, Eukaryota , Fungi 
1318458, Eukaryota , Fungi 
1531966, Eukaryota , Fungi 
1086054, Eukaryota , Fungi 
27334, Eukaryota , Fungi 
40296, Eukaryota , Fungi 
1245745, Eukaryota , Fungi 
1202772, Eukaryota , Other
1427455, Eukaryota , Fungi 
29729, Eukaryota , Viridiplantae 
29729, Eukaryota , Viridiplantae 
52586, Eukaryota , Fungi 
1081103, Eukaryota , Fungi 
1276135, Eukaryota , Fungi 
1276136, Eukaryota , Fungi 
1276143, Eukaryota , Fungi 
1108050, Eukaryota , Fungi 
29856, Eukaryota , Fungi 
35722, Eukaryota , Fungi 
1398154, Eukaryota , Fungi 
946122, Eukaryota , Fungi 
933852, Eukaryota , Fungi 
686832, Eukaryota , Fungi 
765440, Eukaryota , Fungi 
1036808, Eukaryota , Fungi 
913774, Eukaryota , Fungi 
870435, Eukaryota , Fungi 
1051891, Eukaryota , Fungi 
630390, Eukaryota , Fungi 
1245769, Eukaryota , Fungi 
91626, Eukaryota , Fungi 
1603295, Eukaryota , Fungi 
56998, Eukaryota , Viridiplantae 
664439, Eukaryota , Fungi 
994086, Eukaryota , Fungi 
1095629, Eukaryota , Fungi 
765257, Eukaryota , Fungi 
930992, Eukaryota , Fungi 
930991, Eukaryota , Fungi 
1296110, Eukaryota , Fungi 
1296109, Eukaryota , Fungi 
1296103, Eukaryota , Fungi 
1016849, Eukaryota , Fungi 
253628, Eukaryota , Fungi 
91928, Eukaryota , Fungi 
569365, Eukaryota , Fungi 
1851006, Eukaryota , Fungi 
215243, Eukaryota , Fungi 
348802, Eukaryota , Fungi 
1442368, Eukaryota , Fungi 
1442370, Eukaryota , Fungi 
1442371, Eukaryota , Fungi 
145388, Eukaryota , Viridiplantae 
945553, Eukaryota , Fungi 
29730, Eukaryota , Viridiplantae 
595528, Eukaryota , Other
660025, Eukaryota , Fungi 
65489, Eukaryota , Viridiplantae 
5005, Eukaryota , Fungi 
53326, Eukaryota , Metazoa 
56994, Eukaryota , Viridiplantae 
1128425, Eukaryota , Fungi 
1314674, Eukaryota , Fungi 
1392242, Eukaryota , Fungi 
1291518, Eukaryota , Fungi 
77586, Eukaryota , Viridiplantae 
40148, Eukaryota , Viridiplantae 
40148, Eukaryota , Viridiplantae 
40149, Eukaryota , Viridiplantae 
40149, Eukaryota , Viridiplantae 
40149, Eukaryota , Viridiplantae 
4536, Eukaryota , Viridiplantae 
4537, Eukaryota , Viridiplantae 
4529, Eukaryota , Viridiplantae 
4529, Eukaryota , Viridiplantae 
698492, Eukaryota , Fungi 
1403190, Eukaryota , Fungi 
1397361, Eukaryota , Fungi 
1047168, Eukaryota , Fungi 
1408163, Eukaryota , Fungi 
72032, Eukaryota , Fungi 
264483, Eukaryota , Fungi 
104259, Eukaryota , Fungi 
88771, Eukaryota , Fungi 
308745, Eukaryota , Fungi 
5544, Eukaryota , Fungi 
158046, Eukaryota , Fungi 
1214573, Eukaryota , Fungi 
420778, Eukaryota , Fungi 
1247875, Eukaryota , Fungi 
1169474, Eukaryota , Other
37360, Eukaryota , Other
100787, Eukaryota , Fungi 
100787, Eukaryota , Fungi 
100787, Eukaryota , Fungi 
1429867, Eukaryota , Fungi 
2060906, Eukaryota , Fungi 
27342, Eukaryota , Fungi 
5278, Eukaryota , Fungi 
5278, Eukaryota , Fungi 
70186, Eukaryota , Other
5127, Eukaryota , Fungi 
879819, Eukaryota , Fungi 
454284, Eukaryota , Fungi 
404692, Eukaryota , Fungi 
396776, Eukaryota , Fungi 
1033975, Eukaryota , Other
1035515, Eukaryota , Other
1077284, Eukaryota , Other
426428, Eukaryota , Fungi 
1035514, Eukaryota , Other
1173061, Eukaryota , Fungi 
6313, Eukaryota , Metazoa 
5286, Eukaryota , Fungi 
29655, Eukaryota , Viridiplantae 
461836, Eukaryota , Other
667725, Eukaryota , Other
645134, Eukaryota , Fungi 
1163406, Eukaryota , Fungi 
578462, Eukaryota , Fungi 
1509407, Eukaryota , Fungi 
27349, Eukaryota , Fungi 
1306850, Eukaryota , Fungi 
1080349, Eukaryota , Fungi 
252598, Eukaryota , Fungi 
3914, Eukaryota , Viridiplantae 
1460289, Eukaryota , Other
150374, Eukaryota , Fungi 
179993, Eukaryota , Fungi 
77020, Eukaryota , Fungi 
229535, Eukaryota , Fungi 
4781, Eukaryota , Other
401625, Eukaryota , Fungi 
1654605, Eukaryota , Fungi 
78410, Eukaryota , Fungi 
578459, Eukaryota , Fungi 
293939, Eukaryota , Fungi 
28573, Eukaryota , Fungi 
454130, Eukaryota , Fungi 
4108, Eukaryota , Viridiplantae 
58627, Eukaryota , Fungi 
221103, Eukaryota , Fungi 
1408658, Eukaryota , Fungi 
1408657, Eukaryota , Fungi 
4790, Eukaryota , Other
4790, Eukaryota , Other
5821, Eukaryota , Other
5061, Eukaryota , Fungi 
48697, Eukaryota , Fungi 
59895, Eukaryota , Viridiplantae 
59895, Eukaryota , Viridiplantae 
1305733, Eukaryota , Fungi 
45286, Eukaryota , Fungi 
49012, Eukaryota , Fungi 
52283, Eukaryota , Metazoa 
5078, Eukaryota , Fungi 
703756, Eukaryota , Fungi 
1460502, Eukaryota , Fungi 
1209931, Eukaryota , Fungi 
196109, Eukaryota , Fungi 
796925, Eukaryota , Fungi 
1714833, Eukaryota , Fungi 
1344416, Eukaryota , Fungi 
1074872, Eukaryota , Other
1069201, Eukaryota , Fungi 
766039, Eukaryota , Fungi 
98403, Eukaryota , Fungi 
1130821, Eukaryota , Other
5854, Eukaryota , Other
647221, Eukaryota , Other
361077, Eukaryota , Other
27835, Eukaryota , Metazoa 
796027, Eukaryota , Fungi 
1081107, Eukaryota , Fungi 
1573173, Eukaryota , Fungi 
5454, Eukaryota , Fungi 
1314777, Eukaryota , Fungi 
1353952, Eukaryota , Fungi 
1314785, Eukaryota , Fungi 
1328760, Eukaryota , Fungi 
1314781, Eukaryota , Fungi 
1314783, Eukaryota , Fungi 
1314782, Eukaryota , Fungi 
79200, Eukaryota , Viridiplantae 
79200, Eukaryota , Viridiplantae 
79200, Eukaryota , Viridiplantae 
1314672, Eukaryota , Fungi 
1314776, Eukaryota , Fungi 
708197, Eukaryota , Fungi 
1081109, Eukaryota , Fungi 
436010, Eukaryota , Fungi 
1081105, Eukaryota , Fungi 
763407, Eukaryota , Fungi 
1330018, Eukaryota , Fungi 
1081102, Eukaryota , Fungi 
392613, Eukaryota , Fungi 
1081104, Eukaryota , Fungi 
5076, Eukaryota , Fungi 
1081108, Eukaryota , Fungi 
747725, Eukaryota , Fungi 
4829, Eukaryota , Fungi 
100816, Eukaryota , Fungi 
1480154, Eukaryota , Viridiplantae 
655981, Eukaryota , Fungi 
1460663, Eukaryota , Fungi 
5599, Eukaryota , Fungi 
254056, Eukaryota , Fungi 
43049, Eukaryota , Fungi 
403673, Eukaryota , Fungi 
765868, Eukaryota , Fungi 
856822, Eukaryota , Fungi 
765867, Eukaryota , Fungi 
5551, Eukaryota , Fungi 
34388, Eukaryota , Fungi 
3702, Eukaryota , Viridiplantae 
1367422, Eukaryota , Fungi 
1380566, Eukaryota , Fungi 
33203, Eukaryota , Fungi 
33203, Eukaryota , Fungi 
559298, Eukaryota , Fungi 
630390, Eukaryota , Fungi 
7167, Eukaryota , Metazoa 
7173, Eukaryota , Metazoa 
41427, Eukaryota , Metazoa 
30069, Eukaryota , Metazoa 
637853, Eukaryota , Metazoa 
694573, Eukaryota , Fungi 
105487, Eukaryota , Fungi 
149040, Eukaryota , Fungi 
4558, Eukaryota , Viridiplantae 
478820, Eukaryota , Other
1314771, Eukaryota , Fungi 
4615, Eukaryota , Viridiplantae 
4615, Eukaryota , Viridiplantae 
1296121, Eukaryota , Fungi 
864141, Eukaryota , Other
5858, Eukaryota , Other
864141, Eukaryota , Other
864142, Eukaryota , Other
45133, Eukaryota , Fungi 
208452, Eukaryota , Other
4922, Eukaryota , Fungi 
1314800, Eukaryota , Fungi 
1955775, Eukaryota , Fungi 
759273, Eukaryota , Fungi 
36050, Eukaryota , Fungi 
1622147, Eukaryota , Fungi 
1622150, Eukaryota , Fungi 
1524831, Eukaryota , Fungi 
1622149, Eukaryota , Fungi 
1622148, Eukaryota , Fungi 
342668, Eukaryota , Fungi 
1296100, Eukaryota , Fungi 
1296120, Eukaryota , Fungi 
1296096, Eukaryota , Fungi 
1331196, Eukaryota , Fungi 
86049, Eukaryota , Fungi 
36330, Eukaryota , Other
5858, Eukaryota , Other
5821, Eukaryota , Other
31271, Eukaryota , Other
5826, Eukaryota , Other
101091, Eukaryota , Fungi 
1678845, Eukaryota , Viridiplantae 
31271, Eukaryota , Other
5826, Eukaryota , Other
5858, Eukaryota , Other
36330, Eukaryota , Other
4577, Eukaryota , Viridiplantae 
4577, Eukaryota , Viridiplantae 
4577, Eukaryota , Viridiplantae 
4577, Eukaryota , Viridiplantae 
