Node,"['Kingdom', 'N', 'C']"
132548,"['E', 'Colobus', 'Mt.']"
474922,"['E', 'Colletotrichum', 'Anthracnose']"
645133,"['E', 'Colletotrichum', 'Maize']"
119564,"['E', 'Colomys', 'African']"
31870,"['E', 'Colletotrichum', 'Maize']"
33548,"['E', 'Colobus', 'Mantled']"
78613,"['E', 'Colias', 'Hecla']"
66235,"['E', 'Collomia', 'Variable']"
759273,"['E', 'Colletotrichum', 'Crucifer']"
115425,"['E', 'Cochliomyia', 'Primary']"
69908,"['E', 'Collinsia', 'Purple']"
78615,"['E', 'Colias', 'Pale']"
115616,"['E', 'Columbina', 'Inca']"
187194,"['E', 'Coleochaete', 'Charophycean']"
34407,"['E', 'Colletotrichum', 'Coffee']"
183428,"['E', 'Collinsia', 'Narrowleaf']"
57411,"['E', 'Colius', 'White-headed']"
8932,"['E', 'Columba', 'Rock']"
290576,"['E', 'Colletotrichum', 'Bean']"
183431,"['E', 'Collinsia', 'Sticky']"
240159,"['E', 'Collichthys', 'Big']"
77524,"['B', 'Colwellia', '']"
279632,"['E', 'Coleomegilla', 'Pink']"
30423,"['E', 'Coloeus', 'Eurasian']"
72251,"['E', 'Colias', ""Mead's""]"
136193,"['E', 'Colossendeis', 'Sea']"
63536,"['E', 'Columnea', '']"
367944,"['E', 'Colaptes', 'Green-barred']"
115617,"['E', 'Columbina', 'Plain-breasted']"
174786,"['E', 'Colobosaura', 'Spectacled']"
449391,"['E', 'Coleonyx', 'Central']"
78618,"['E', 'Colias', 'Labrador']"
78178,"['E', 'Coleochaete', '']"
242718,"['E', 'Colpophyllia', 'Boulder']"
240160,"['E', 'Collichthys', 'Bighead']"
3124,"['E', 'Coleochaete', 'Charophycean']"
1213857,"['E', 'Colletotrichum', 'Cucumber']"
167879,"['B', 'Colwellia', '']"
111974,"['E', 'Columbina', 'Common']"
78620,"['E', 'Colias', 'Moorland']"
72851,"['E', 'Colias', 'Clouded']"
115618,"['E', 'Columbina', 'Picui']"
8934,"['E', 'Columba', 'Common']"
9572,"['E', 'Colobus', 'Western']"
160360,"['E', 'Collinsia', 'Maiden']"
28229,"['B', 'Colwellia', '']"
23551,"['E', 'Coleonema', 'Confetti']"
51361,"['E', 'Colaptes', 'Golden-olive']"
9222,"['E', 'Colaptes', 'Southern']"
129043,"['E', 'Cololabis', 'Pacific']"
3125,"['E', 'Coleochaete', '']"
63538,"['E', 'Columnea', '']"
13445,"['E', 'Colchicum', 'Giant']"
115699,"['E', 'Columbina', 'Scaled']"
57412,"['E', 'Colius', 'Speckled']"
1173701,"['E', 'Colletotrichum', 'Sorghum']"
56799,"['B', 'Colwellia', '']"
504887,"['E', 'Columbina', 'Ruddy']"
5466,"['E', 'Colletotrichum', '']"
5467,"['E', 'Colletotrichum', 'Anthracnose']"
52435,"['E', 'Coleonyx', 'Western']"
9014,"['E', 'Colinus', 'Northern']"
84014,"['E', 'Comarostaphylis', 'Dwarf']"
133562,"['E', 'Commersonia', 'Brown']"
34173,"['E', 'Commelina', 'Benghal']"
4744,"['E', 'Commelina', 'Asiatic']"
30110,"['E', 'Commellus', '']"
61641,"['E', 'Comephorus', '']"
133563,"['E', 'Commersonia', 'Brush']"
43869,"['E', 'Commiphora', 'Abyssinian']"
3956,"['E', 'Combretum', 'Rangoon']"
224548,"['E', 'Compsophis', 'Lined']"
213664,"['B', 'Comamonas', '']"
34028,"['B', 'Comamonas', '']"
688245,"['B', 'Comamonas', '']"
285,"['B', 'Comamonas', '']"
399795,"['B', 'Comamonas', '']"
32013,"['B', 'Comamonas', '']"
50119,"['E', 'Comandra', 'Bastard']"
1168221,"['E', 'Coniosporium', 'Rock-inhabiting']"
198732,"['E', 'Conus', 'Amadis']"
100123,"['E', 'Conus', 'Abbreviated']"
257315,"['E', 'Conus', 'Magistrate']"
289019,"['E', 'Conus', 'Cone']"
89451,"['E', 'Conus', 'Sand-dusted']"
136854,"['E', 'Concinnia', 'Orange-sided']"
95952,"['E', 'Conostylis', 'Trumpets']"
369967,"['E', 'Conus', 'Little']"
319919,"['E', 'Conus', 'Aurisiacus']"
97188,"['E', 'Conus', 'Admiral']"
101756,"['E', 'Conus', 'Sharp-angled']"
89437,"['E', 'Conus', 'Princely']"
4179,"['E', 'Conopholis', 'Squawroot']"
101285,"['E', 'Conus', 'Anemone']"
101286,"['E', 'Conus', 'Cobweb']"
257317,"['E', 'Conus', 'Cone']"
1173533,"['E', 'Conus', 'Cone']"
4123,"['E', 'Convolvulus', 'Field']"
257316,"['E', 'Conasprella', 'Arched']"
289018,"['E', 'Conus', 'Cone']"
89428,"['E', 'Conus', 'Aureus']"
1519798,"['E', 'Conus', 'Austral']"
1520082,"['E', 'Conus', 'Florida']"
1945508,"['E', 'Conus', 'Cone']"
101287,"['E', 'Conus', 'Ringed']"
89764,"['E', 'Conus', 'Beech']"
289021,"['E', 'Conus', ""Barthelemy's""]"
410709,"['E', 'Conus', 'Cone']"
72279,"['E', 'Conus', 'Banded']"
101289,"['E', 'Conus', ""Wood's""]"
257320,"['E', 'Conus', ""Bartsch's""]"
89438,"['E', 'Conus', 'Bubble']"
2070216,"['E', 'Conus', ""Bayan's""]"
796925,"['E', 'Conidiobolus', '']"
101290,"['E', 'Conus', 'Tiger']"
89440,"['E', 'Conus', 'Characteristic']"
137544,"['E', 'Concholepas', 'Barnacle']"
89439,"['E', 'Conus', 'Captain']"
289020,"['E', 'Conus', 'Cancellate']"
84062,"['E', 'Convoluta', 'Acoelomorph']"
101292,"['E', 'Conus', 'Vermiculate']"
41839,"['E', 'Conocephalum', 'Snakeskin']"
1736779,"['E', 'Californiconus', 'California']"
97190,"['E', 'Conus', 'Circumcision']"
101297,"['E', 'Conus', 'Singed']"
82655,"['E', 'Conger', 'Conger']"
183521,"['E', 'Contopus', 'Olive-sided']"
143302,"['E', 'Condylura', 'Star-nosed']"
89441,"['E', 'Conus', 'Crowned']"
101291,"['E', 'Conus', 'Cat']"
257322,"['E', 'Conus', 'Cone']"
692598,"['E', 'Conus', 'Deer']"
257324,"['E', 'Conus', 'Carrot']"
257325,"['E', 'Conus', 'Diadem']"
2547900,"['E', 'Conasprella', ""Sozon's""]"
72281,"['E', 'Conus', 'Distant']"
257323,"['E', 'Conus', ""Dall's""]"
89425,"['E', 'Conus', 'Hebrew']"
101300,"['E', 'Conus', 'Ivory']"
89442,"['E', 'Conus', 'False']"
88764,"['E', 'Conus', ""Bishop's""]"
55423,"['E', 'Conus', 'Agate']"
257326,"['E', 'Conus', ""Ferguson's""]"
101755,"['E', 'Conus', 'Frigid']"
101301,"['E', 'Conus', 'Fig']"
101302,"['E', 'Conus', 'Yellow']"
97180,"['E', 'Conus', 'Cone']"
379542,"['E', 'Conus', 'Cone']"
427713,"['E', 'Coniophanes', 'Yellowbelly']"
2943440,"['E', 'Conus', 'Thunderbolt']"
257327,"['E', 'Conus', 'Gladiator']"
6491,"['E', 'Conus', 'Geography']"
308501,"['E', 'Conus', 'Cone']"
47073,"['E', 'Condylactis', 'Giant']"
37336,"['E', 'Conus', 'Glory-of-the-Sea']"
59528,"['E', 'Connochaetes', 'Black']"
101304,"['E', 'Conus', 'General']"
473956,"['E', 'Conus', ""Gauguin's""]"
35631,"['E', 'Conus', 'Imperial']"
257329,"['E', 'Conus', 'Engraved']"
86968,"['E', 'Conger', 'Beach']"
134427,"['E', 'Conocephalum', 'Liverwort']"
257330,"['E', 'Conus', 'Cone']"
376876,"['E', 'Conus', ""Kinoshita's""]"
568724,"['E', 'Conus', 'Cone']"
200366,"['E', 'Contopus', 'Lesser']"
101306,"['E', 'Conus', 'Leopard']"
536236,"['E', 'Convolutriloba', 'Red']"
1077918,"['E', 'Conasprella', 'Cone']"
89426,"['E', 'Conus', 'Livid']"
1967283,"['E', 'Conus', 'Cone']"
768455,"['E', 'Contia', 'Forest']"
97191,"['E', 'Conus', 'Lithograph']"
89445,"['E', 'Conus', 'Lettered']"
69696,"['E', 'Conomurex', 'Strawberry']"
1519839,"['E', 'Conus', 'Cone']"
289038,"['E', 'Conus', 'Lynceus']"
6492,"['E', 'Conus', 'Magical']"
2496636,"['E', 'Conus', 'Sea']"
13447,"['E', 'Conium', 'Hemlock']"
2825866,"['E', 'Conus', 'Glory']"
101757,"['E', 'Conasprella', ""Memi's""]"
257332,"['E', 'Conus', 'Magnificent']"
40633,"['E', 'Condylostoma', '']"
289039,"['E', 'Conus', 'Sea']"
69564,"['E', 'Conus', 'Soldier']"
32189,"['E', 'Convallaria', 'Lily']"
289040,"['E', 'Conus', 'Trader']"
97181,"['E', 'Conus', 'Thousand-spot']"
1127826,"['E', 'Conus', 'Pointed']"
89446,"['E', 'Conus', 'Cone']"
351660,"['E', 'Conus', 'Necklace']"
42752,"['E', 'Conus', 'Marble']"
101309,"['E', 'Conus', 'Weasel']"
1017127,"['E', 'Conus', 'Miter-like']"
257335,"['E', 'Conus', 'Mouse']"
7943,"['E', 'Conger', 'Conger']"
257336,"['E', 'Conus', 'Natal']"
149418,"['E', 'Constancea', ""Nevin's""]"
1520089,"['E', 'Conus', 'Black-spot']"
2840447,"['E', 'Conus', 'Cone']"
101310,"['E', 'Conus', 'Nut']"
89447,"['E', 'Conus', 'Obscure']"
94395,"['E', 'Conger', 'American']"
72282,"['E', 'Conus', 'Perfect']"
228876,"['E', 'Conringia', ""Hare's-ear""]"
89429,"['E', 'Conus', 'Omaria']"
257338,"['E', 'Conus', 'Orion']"
106324,"['E', 'Contracaecum', 'Nematode']"
57097,"['E', 'Conolophus', 'Santa']"
1042615,"['E', 'Conus', 'Cone']"
128530,"['E', 'Conus', 'Admirable']"
322465,"['E', 'Conophthorus', 'White']"
37335,"['E', 'Conus', 'Feathered']"
1133088,"['E', 'Conogethes', 'Durian']"
101311,"['E', 'Conus', 'Prince']"
505247,"['E', 'Conus', 'Cone']"
93154,"['E', 'Conus', 'Flea-bitten']"
10127,"['E', 'Conilurus', 'Brush-tailed']"
97183,"['E', 'Conus', 'Planorbis']"
330676,"['E', 'Conus', 'Grand']"
257339,"['E', 'Conus', 'Patrician']"
41690,"['E', 'Conus', 'Purple']"
741705,"['E', 'Coniophora', 'Brown']"
101313,"['E', 'Conus', 'Oak']"
61198,"['E', 'Conus', 'Rayed']"
101314,"['E', 'Conus', 'Crown']"
1333719,"['E', 'Conus', 'Regular']"
289047,"['E', 'Conus', 'Sea']"
745791,"['E', 'Conus', 'Cone']"
72283,"['E', 'Conus', 'Rat']"
646100,"['E', 'Contracaecum', 'Nematode']"
1017128,"['E', 'Conus', 'Cone']"
31140,"['E', 'Conolophus', 'Galapagos']"
1519877,"['E', 'Conus', 'Sutured']"
183522,"['E', 'Contopus', 'Western']"
89452,"['E', 'Conus', 'Fly-specked']"
175648,"['E', 'Coniferiporia', 'Laminated']"
95954,"['E', 'Conostylis', 'Bristly']"
101760,"['E', 'Conus', 'Sulcate']"
97185,"['E', 'Conus', 'Marriage']"
192919,"['E', 'Conus', 'Alphabet']"
101315,"['E', 'Conus', 'Cone']"
6493,"['E', 'Conus', 'Striated']"
9927,"['E', 'Connochaetes', 'Blue']"
158800,"['E', 'Contia', 'Sharp-tailed']"
89453,"['E', 'Conus', 'Sea']"
101761,"['E', 'Conus', ""Tribble's""]"
6494,"['E', 'Conus', 'Cloth-of-gold']"
909294,"['E', 'Conus', 'Variable']"
257345,"['E', 'Conasprella', 'Grooved']"
41381,"['E', 'Congea', 'Wooly']"
4124,"['E', 'Convolvulus', 'Dwarf']"
101317,"['E', 'Conus', 'Tessellate']"
6495,"['E', 'Conus', 'Fish-hunting']"
89448,"['E', 'Conus', 'Varius']"
319920,"['E', 'Conus', 'Queen']"
117992,"['E', 'Conus', 'Mediterranean']"
183524,"['E', 'Contopus', 'Eastern']"
257347,"['E', 'Conus', ""Villepin's""]"
89427,"['E', 'Conus', 'Virgin']"
89431,"['E', 'Conus', 'Flag']"
469383,"['B', 'Conexibacter', '']"
257349,"['E', 'Conasprella', 'Interrupted']"
1519886,"['E', 'Conus', 'Obese']"
754466,"['E', 'Conus', 'Zoned']"
27828,"['E', 'Cooperia', 'Parasitic']"
96640,"['E', 'Cooperia', 'Nematode']"
257041,"['E', 'Copera', 'Damselfly']"
1589673,"['E', 'Coptosoma', 'Stink']"
240176,"['E', 'Coprinopsis', 'Inky']"
5346,"['E', 'Coprinopsis', 'Inky']"
56187,"['E', 'Coprinus', 'Shaggy']"
5347,"['E', 'Coprinellus', 'Inky']"
71703,"['E', 'Coprinellus', 'Fairy']"
29053,"['E', 'Copidosoma', 'Wasp']"
36987,"['E', 'Coptotermes', 'Formosan']"
3442,"['E', 'Coptis', 'Japanese']"
280048,"['E', 'Copaifera', 'Balsam']"
230819,"['E', 'Coprinopsis', 'Agaric']"
71717,"['E', 'Coprinellus', 'Glistening']"
1191120,"['E', 'Copeoglossum', 'Amazonian']"
309798,"['B', 'Coprothermobacter', '']"
349346,"['E', 'Copernicia', 'Carnauba']"
71721,"['E', 'Coprinellus', 'Coprophilous']"
71696,"['E', 'Coprinopsis', 'Ink']"
43588,"['E', 'Cophosaurus', 'Greater']"
438892,"['E', 'Copris', 'Dung']"
35258,"['V', 'Canine', 'COPV']"
766192,"['V', 'Canine', 'COPV']"
548476,"['B', 'Corynebacterium', '']"
199168,"['E', 'Corema', 'Portuguese']"
160462,"['E', 'Cortinarius', '']"
583355,"['B', 'Coraliomargarita', '']"
78632,"['E', 'Corylus', 'American']"
109907,"['E', 'Coradion', 'Highfin']"
30421,"['E', 'Corvus', 'Pied']"
1697,"['B', 'Corynebacterium', '']"
6535,"['E', 'Cornu', 'Brown']"
33614,"['E', 'Coragyps', 'Black']"
201445,"['E', 'Coronella', 'Smooth']"
16902,"['E', 'Cornus', 'Pagoda']"
27773,"['E', 'Coregonus', 'Arctic']"
13451,"['E', 'Corylus', 'European']"
43765,"['B', 'Corynebacterium', '']"
10703,"['V', 'Corynephage', '']"
433728,"['E', 'Cordulegaster', 'Two-toothed']"
85066,"['E', 'Corvus', 'American']"
78879,"['E', 'Coreobagrus', 'Korean']"
121492,"['E', 'Corticium', 'Sponge']"
4282,"['E', 'Cornus', 'Bunchberry']"
190997,"['E', 'Corema', 'Broom']"
59586,"['E', 'Corynespora', 'Target']"
108826,"['E', 'Corvus', 'Australian']"
30422,"['E', 'Corvus', 'Carrion']"
279967,"['E', 'Corvus', 'Northwestern']"
559164,"['E', 'Corydalus', 'Eastern']"
109922,"['E', 'Coradion', 'Goldengirdled']"
51861,"['E', 'Corallus', 'Emerald']"
60117,"['E', 'Cornus', ""Bentham's""]"
184914,"['B', 'Corallococcus', '']"
59861,"['E', 'Coregonus', 'Lake']"
1144275,"['B', 'Corallococcus', '']"
103956,"['E', 'Corythaixoides', 'Grey']"
13452,"['E', 'Corylus', 'Beaked']"
139036,"['E', 'Corcyra', 'Rice']"
1028097,"['E', 'Coridius', 'Stink']"
103954,"['E', 'Corythaeola', 'Great']"
144206,"['E', 'Corytophanes', 'Smooth']"
56292,"['E', 'Coracias', 'Lilac-breasted']"
187425,"['E', 'Corvinella', 'Yellow-billed']"
1267413,"['E', 'Corallianassa', 'Ghost']"
56781,"['E', 'Corvus', 'Common']"
134906,"['E', 'Corvus', 'Chihuahuan']"
80824,"['E', 'Corculum', 'Heart']"
698966,"['B', 'Corynebacterium', '']"
698962,"['B', 'Corynebacterium', '']"
698963,"['B', 'Corynebacterium', '']"
698973,"['B', 'Corynebacterium', '']"
151714,"['E', 'Coryphopterus', 'Colon']"
698965,"['B', 'Corynebacterium', '']"
2714763,"['E', 'Cordyceps', '']"
698967,"['B', 'Corynebacterium', '']"
257309,"['B', 'Corynebacterium', '']"
698968,"['B', 'Corynebacterium', '']"
698969,"['B', 'Corynebacterium', '']"
698970,"['B', 'Corynebacterium', '']"
698972,"['B', 'Corynebacterium', '']"
237664,"['E', 'Cordulegaster', 'Pacific']"
1717,"['B', 'Corynebacterium', '']"
698971,"['B', 'Corynebacterium', '']"
698964,"['B', 'Corynebacterium', '']"
1166676,"['E', 'Coraebus', 'Jewel']"
152794,"['B', 'Corynebacterium', '']"
196164,"['B', 'Corynebacterium', '']"
151715,"['E', 'Coryphopterus', 'Pallid']"
125102,"['E', 'Coryanthes', 'Bucket']"
34328,"['E', 'Corymbia', 'Yellow']"
1081104,"['E', 'Cordyceps', '']"
34325,"['E', 'Corymbia', 'Red-flowering']"
108825,"['E', 'Coracina', 'Lesser']"
28028,"['B', 'Corynebacterium', '']"
4283,"['E', 'Cornus', 'Flowering']"
75140,"['E', 'Corvus', 'Rook']"
347312,"['E', 'Corticarina', 'Minute']"
151721,"['E', 'Coryphopterus', 'Bridled']"
340322,"['B', 'Corynebacterium', '']"
1204414,"['B', 'Corynebacterium', '']"
196627,"['B', 'Corynebacterium', '']"
183803,"['E', 'Corymbia', 'Red']"
700015,"['B', 'Coriobacterium', '']"
13449,"['E', 'Coreopsis', 'Large-flowered']"
1718,"['B', 'Corynebacterium', '']"
188338,"['E', 'Coracias', 'European']"
134902,"['E', 'Corvus', 'Hawaiian']"
51862,"['E', 'Corallus', 'Garden']"
211658,"['E', 'Corythoichthys', 'Messmate']"
34814,"['E', 'Coryphaena', 'Dolphinfish']"
228251,"['E', 'Coreoperca', 'Korean']"
151716,"['E', 'Coryphopterus', 'Glass']"
68760,"['E', 'Cortinarius', 'Heliotrope']"
38289,"['B', 'Corynebacterium', '']"
306537,"['B', 'Corynebacterium', '']"
645127,"['B', 'Corynebacterium', '']"
215345,"['E', 'Coreoperca', 'Japanese']"
28501,"['E', 'Cornus', 'Kousa']"
68294,"['E', 'Corvus', 'Mariana']"
4312,"['E', 'Corynocarpus', 'New']"
525263,"['B', 'Corynebacterium', '']"
121526,"['E', 'Corythaixoides', 'White-bellied']"
151717,"['E', 'Coryphopterus', 'Peppermint']"
175001,"['E', 'Coracina', 'Barred']"
46118,"['E', 'Corrigiola', 'Strapwort']"
59291,"['E', 'Coregonus', 'Common']"
4285,"['E', 'Cornus', 'Cornelian']"
36249,"['E', 'Corvus', 'Large-billed']"
9145,"['E', 'Corcorax', 'White-winged']"
73501,"['E', 'Cordyceps', 'Caterpillar']"
41643,"['B', 'Corynebacterium', '']"
983644,"['E', 'Cordyceps', 'Caterpillar']"
674131,"['E', 'Coregonus', 'Maraena']"
1196302,"['E', 'Corvus', 'New']"
125103,"['E', 'Coryanthes', 'Monkey']"
87660,"['E', 'Corymbia', 'Spotted']"
3460,"['E', 'Coriaria', ""Tanner's""]"
1722,"['B', 'Corynebacterium', '']"
60120,"['E', 'Cornus', 'Pacific']"
16904,"['E', 'Cornus', 'Silky']"
16906,"['E', 'Cornus', 'Japanese']"
35170,"['E', 'Corallina', 'Coral']"
16905,"['E', 'Cornus', '']"
10714,"['V', 'Corynephage', '']"
165401,"['E', 'Cortinarius', ""Fool's""]"
349685,"['E', 'Corvus', 'Fish']"
679896,"['B', 'Corynebacterium', '']"
681645,"['B', 'Corynebacterium', '']"
889513,"['B', 'Corynebacterium', '']"
76960,"['E', 'Correa', 'Australian']"
151718,"['E', 'Coryphopterus', 'Masked']"
765874,"['B', 'Corynebacterium', '']"
78447,"['E', 'Corallina', 'Red']"
1933072,"['E', 'Cornufer', 'Palau']"
1719,"['B', 'Corynebacterium', '']"
217840,"['E', 'Coreopsis', 'Tickseed']"
151719,"['E', 'Coryphopterus', 'Spotted']"
27674,"['E', 'Corynorhinus', ""Rafinesque's""]"
662755,"['B', 'Corynebacterium', '']"
334015,"['E', 'Coreana', 'Korean']"
69006,"['B', 'Corynebacterium', '']"
268954,"['B', 'Corynebacterium', '']"
31944,"['B', 'Corynebacterium', '']"
4047,"['E', 'Coriandrum', 'Coriander']"
268952,"['B', 'Corynebacterium', '']"
58286,"['E', 'Cortaderia', 'Pampas']"
1720,"['B', 'Corynebacterium', '']"
268953,"['B', 'Corynebacterium', '']"
43770,"['B', 'Corynebacterium', '']"
164435,"['E', 'Cornus', 'Dwarf']"
282776,"['E', 'Corydalis', 'Fumewort']"
2681627,"['E', 'Corybas', 'Terrestrial']"
34330,"['E', 'Corymbia', 'Moreton']"
41554,"['E', 'Coreopsis', 'Golden']"
45847,"['E', 'Cordyceps', 'Entomopathogenic']"
124745,"['E', 'Corynorhinus', ""Townsend's""]"
1904443,"['E', 'Coremiocnemis', 'Australian']"
504474,"['B', 'Corynebacterium', '']"
945712,"['B', 'Corynebacterium', '']"
65058,"['B', 'Corynebacterium', '']"
115461,"['E', 'Corypha', 'Talipot']"
151720,"['E', 'Coryphopterus', 'Redlight']"
145682,"['E', 'Corypha', 'Buri']"
129522,"['E', 'Coremiocnemis', 'Singapore']"
858619,"['B', 'Corynebacterium', '']"
2059235,"['E', 'Coryphella', 'Red-finger']"
47334,"['E', 'Cortinarius', 'Violet']"
371472,"['E', 'Corophium', 'Mud']"
53861,"['E', 'Coronilla', 'Crown']"
1582976,"['E', 'Cornufer', 'Fiji']"
16907,"['E', 'Cornus', ""Walter's""]"
1096223,"['E', 'Cormocephalus', ""Westwood's""]"
228250,"['E', 'Coreoperca', 'Perch']"
2688366,"['E', 'Corticium', 'Marine']"
44298,"['E', 'Corynactis', 'Strawberry']"
34329,"['E', 'Corymbia', 'Lemon-scented']"
85095,"['E', 'Corythornis', 'Malachite']"
137237,"['E', 'Coryphospingus', 'Red-crested']"
1554483,"['V', 'Cosavirus', 'HCoSV-A']"
4632,"['E', 'Costus', 'Spiral']"
51277,"['E', 'Cosmos', 'Garden']"
214291,"['E', 'Costaconvexa', 'Bent-line']"
8863,"['E', 'Coscoroba', 'Coscoroba']"
2872,"['E', 'Costaria', 'Five-ribbed']"
328764,"['E', 'Costus', 'Oxblood']"
168190,"['E', 'Costus', 'Spiral']"
101691,"['E', 'Costus', 'Stepladder']"
100456,"['E', 'Coscinasterias', 'Eleven']"
683962,"['E', 'Cosmopterix', 'Beautiful']"
160685,"['E', 'Costus', 'Spiral']"
55226,"['E', 'Cosmelia', 'Spindle']"
289835,"['E', 'Cotyledon', 'Hoary']"
147208,"['E', 'Cottus', 'Mottled']"
61639,"['E', 'Cottinella', 'Short-headed']"
147209,"['E', 'Cottus', 'Banded']"
269719,"['E', 'Cotinus', 'European']"
51543,"['E', 'Cotesia', 'Parasitoid']"
9091,"['E', 'Coturnix', 'Common']"
147210,"['E', 'Cottus', 'Slimy']"
9093,"['E', 'Coturnix', 'Harlequin']"
289829,"['E', 'Cotyledon', 'Navelwort']"
89805,"['E', 'Cotesia', 'Parasitic']"
100952,"['E', 'Cottus', 'Bullhead']"
32391,"['E', 'Cotesia', 'Lepidopteran']"
56716,"['E', 'Cottoperca', 'Frogmouth']"
57734,"['E', 'Cottocomephorus', 'Baikal']"
61627,"['E', 'Cottocomephorus', 'Longfin']"
93934,"['E', 'Coturnix', 'Japanese']"
178385,"['E', 'Cotesia', 'Parasitic']"
93006,"['E', 'Cotesia', 'Parasitoid']"
251228,"['E', 'Cotesia', 'Parasitoid']"
302535,"['E', 'Coturnicops', 'Yellow']"
22999,"['E', 'Cotyledon', ""Pig's""]"
289838,"['E', 'Cotyledon', 'Navelwort']"
137881,"['E', 'Cottus', 'Sculpin']"
32392,"['E', 'Cotesia', 'Cabbage']"
89807,"['E', 'Cotesia', 'Parasitic']"
99028,"['E', 'Cota', 'Golden']"
91073,"['E', 'Cotyledon', ""Bear's""]"
217443,"['E', 'Cotesia', 'Diamondback']"
289836,"['E', 'Cotyledon', 'Navelwort']"
121393,"['E', 'Coua', 'Crested']"
66684,"['E', 'Couroupita', 'Cannonball']"
10243,"['V', 'Cowpox', 'CPV']"
434924,"['B', 'Coxiella', '']"
434923,"['B', 'Coxiella', '']"
777,"['B', 'Coxiella', '']"
434922,"['B', 'Coxiella', '']"
360115,"['B', 'Coxiella', '']"
227377,"['B', 'Coxiella', '']"
10653,"['V', 'Commelina', 'CoYMV']"
3052702,"['V', 'Chaetoceros', '']"
12264,"['V', 'Cowpea', 'CPMV']"
186769,"['V', 'Cryphonectria', 'CMV1']"
928299,"['V', 'Cowpea', 'CPMV']"
368445,"['V', 'Crocodilepox', 'CRV']"
1289473,"['V', 'Nile', 'CRV']"
31716,"['V', 'Cowpea', 'CPSMV']"
652963,"['V', 'Citrus', 'CPsV']"
205895,"['V', 'Cypovirus', 'CPV-1']"
110829,"['V', 'Bombyx', 'BmCPV']"
59730,"['V', 'Choristoneura', 'CfCPV']"
10983,"['V', 'Euxoa', 'EsCPV']"
766191,"['V', 'Cryptosporidium', '']"
31592,"['V', 'Orgyia', 'OpCPV']"
3052304,"['V', 'Cupixi', 'CPXV']"
3721,"['E', 'Crambe', 'Abyssinian']"
83131,"['E', 'Cratylia', '']"
84984,"['E', 'Crax', 'Blue-billed']"
94323,"['E', 'Crassostrea', 'Suminoe']"
125061,"['E', 'Crax', 'Red-billed']"
175798,"['E', 'Cranoglanis', 'Helmet']"
37549,"['E', 'Cratogeomys', 'Plains']"
37441,"['E', 'Cratogeomys', 'Yellow-faced']"
1077925,"['E', 'Crassispira', 'Sea']"
491138,"['E', 'Crangon', 'Brown']"
71328,"['E', 'Crambe', 'Greater']"
3722,"['E', 'Crambe', 'Mediterranean']"
1140724,"['E', 'Cratoplastis', ""Felder's""]"
84988,"['E', 'Crax', 'Bare-faced']"
326578,"['E', 'Crangonyx', 'Freshwater']"
13458,"['E', 'Cratogeomys', 'Smoky']"
288025,"['E', 'Cratogeomys', 'Oriental']"
50415,"['E', 'Crassadoma', 'Giant']"
13459,"['E', 'Cratogeomys', '']"
29159,"['E', 'Crassostrea', 'Pacific']"
37950,"['E', 'Cratogeomys', '']"
13461,"['E', 'Cratogeomys', 'Llano']"
86272,"['E', 'Cranioleuca', 'Bolivian']"
298176,"['E', 'Crassostrea', 'Hong']"
167541,"['E', 'Crassostrea', 'Tropical']"
856801,"['E', 'Crangonyx', 'Amphipod']"
13462,"['E', 'Cratogeomys', 'Mexican']"
140997,"['E', 'Crataegus', 'Hawthorn']"
252530,"['E', 'Cratylia', 'Camaratu']"
1120149,"['E', 'Cratopus', 'Weevil']"
76342,"['E', 'Cratogeomys', 'Queretaro']"
121615,"['E', 'Crassostrea', 'Iwagaki']"
91080,"['E', 'Crassula', 'Pygmyweed']"
1120150,"['E', 'Cratopus', 'Weevil']"
278198,"['E', 'Cratogeomys', 'Pocket']"
131161,"['E', 'Crassula', 'Pygmyweed']"
452744,"['E', 'Crataerina', 'Common']"
4153,"['E', 'Craterostigma', 'Blue']"
91081,"['E', 'Crassula', 'Pygmyweed']"
154642,"['E', 'Cratena', 'Sea']"
290846,"['E', 'Cratogeomys', 'Cofre']"
37643,"['E', 'Crassostrea', 'Mangrove']"
2823420,"['E', 'Crassula', 'Pygmyweed']"
84990,"['E', 'Crax', 'Great']"
61704,"['E', 'Cranchia', 'Cranch']"
587144,"['E', 'Crangon', 'Sand']"
94324,"['E', 'Crassostrea', 'Kumamoto']"
128124,"['E', 'Craspedacusta', 'Freshwater']"
69135,"['E', 'Craterocephalus', 'Fly-specked']"
202635,"['E', 'Crateva', 'Garlic-pear']"
208972,"['E', 'Craseonycteris', ""Kitti's""]"
60162,"['E', 'Craterostigmus', 'Centipede']"
13463,"['E', 'Cratogeomys', 'Naked-nosed']"
6565,"['E', 'Crassostrea', 'Eastern']"
164517,"['E', 'Cratogeomys', ""Zinser's""]"
72610,"['E', 'Crepis', 'Hawksbeard']"
1052801,"['A', 'Crenarchaeota', '']"
136598,"['E', 'Crepidula', 'Eastern']"
122532,"['E', 'Crepis', 'Rough']"
2730890,"['E', 'Creaserinus', 'Burrowing']"
171532,"['E', 'Crepidula', 'Convex']"
143330,"['E', 'Crenimugil', 'Fringelip']"
136599,"['E', 'Crepidula', 'Depressed']"
252961,"['E', 'Crella', 'Mediterranean']"
1240942,"['E', 'Creaserinus', 'Digger']"
