Node,"['Kingdom', 'N', 'C']"
376848,"['V', 'Sheeppox', 'SPPV']"
637905,"['B', 'Shewanella', '']"
60217,"['B', 'Shewanella', '']"
10269,"['V', 'Sheeppox', 'SPPV']"
10268,"['V', 'Sheeppox', 'SPPV']"
654928,"['V', 'Sheeppox', 'SPPV']"
392500,"['B', 'Shewanella', '']"
38143,"['V', 'Simian', 'SHFV']"
344609,"['B', 'Shigella', '']"
630626,"['B', 'Shimwellia', '']"
563,"['B', 'Shimwellia', '']"
621,"['B', 'Shigella', '']"
300268,"['B', 'Shigella', '']"
52224,"['E', 'Shinisaurus', 'Chinese']"
480484,"['E', 'Shinkaia', 'Deep-sea']"
300267,"['B', 'Shigella', '']"
622,"['B', 'Shigella', '']"
591020,"['B', 'Shigella', '']"
373384,"['B', 'Shigella', '']"
623,"['B', 'Shigella', '']"
1086030,"['B', 'Shigella', '']"
323621,"['B', 'Shinella', '']"
879274,"['B', 'Shinella', '']"
624,"['B', 'Shigella', '']"
300269,"['B', 'Shigella', '']"
352475,"['B', 'Shinella', '']"
12240,"['V', 'Sunn-hemp', 'SHMV']"
958669,"['E', 'Sholicola', 'White-bellied']"
66692,"['B', 'Shouchella', '']"
79880,"['B', 'Shouchella', '']"
103603,"['V', 'Snakehead', 'SHRV']"
10353,"['V', 'Saimiriine', 'SaHV-1']"
10381,"['V', 'Saimiriine', 'SaHV-2']"
10383,"['V', 'Saimiriine', 'SaHV-2']"
10382,"['V', 'Saimiriine', 'SaHV-2']"
10384,"['V', 'Saimiriine', 'SaHV-2']"
353282,"['V', 'Saimiriine', 'SaHV-2']"
31770,"['V', 'Shallot', 'ShVX']"
311369,"['E', 'Sialia', 'Mountain']"
279420,"['E', 'Sialis', 'Alderfly']"
189536,"['E', 'Sialia', 'Western']"
172413,"['E', 'Sialia', 'Eastern']"
56278,"['E', 'Sibirionetta', 'Baikal']"
211651,"['E', 'Sibon', 'Cloudy']"
571536,"['E', 'Sicarius', 'Six-eyed']"
64232,"['E', 'Sicyos', 'Bur']"
575956,"['E', 'Sicarius', 'Six-eyed']"
571540,"['E', 'Sicarius', 'Six-eyed']"
571541,"['E', 'Sicarius', 'Six-eyed']"
571544,"['E', 'Sicarius', 'Cave']"
55368,"['E', 'Sideroxylon', 'False']"
168083,"['E', 'Siderasis', 'Brown']"
580332,"['B', 'Sideroxydans', '']"
214988,"['E', 'Siderastrea', 'Lesser']"
130672,"['E', 'Siderastrea', 'Massive']"
176106,"['V', 'Sulfolobus', 'SIFV']"
654908,"['V', 'Sulfolobus', 'SIFV']"
183076,"['E', 'Sigesbeckia', '']"
75042,"['E', 'Siganus', 'White-spotted']"
175428,"['E', 'Siganus', 'Barred']"
225757,"['E', 'Siganus', 'Mottled']"
48457,"['E', 'Sigmops', 'Slender']"
92439,"['E', 'Siganus', 'Orange-spotted']"
42415,"['E', 'Sigmodon', 'Hispid']"
11301,"['V', 'Sigma', '']"
56214,"['E', 'Sigmodon', 'Yellow-nosed']"
216359,"['E', 'Siganus', 'Marbled']"
215396,"['E', 'Siganus', 'Blotched']"
175429,"['E', 'Siganus', 'Foxface']"
39862,"['E', 'Silene', 'Moss']"
30991,"['E', 'Silurus', 'Amur']"
54818,"['E', 'Silene', 'Berry']"
39855,"['E', 'Silene', 'Maltese-cross']"
39875,"['E', 'Silene', 'Striped']"
42035,"['E', 'Silene', 'Catchfly']"
39879,"['E', 'Silene', 'Red']"
42036,"['E', 'Silene', 'Ragged']"
3575,"['E', 'Silene', 'Common']"
37657,"['E', 'Silene', 'White']"
52853,"['E', 'Silene', 'White']"
414929,"['E', 'Silpha', 'Carrion']"
92921,"['E', 'Silybum', 'Blessed']"
175797,"['E', 'Silurus', 'Southern']"
42039,"['E', 'Silene', 'Spanish']"
53588,"['E', 'Silphium', 'Cup']"
414923,"['E', 'Silpha', 'Carrion']"
435225,"['E', 'Sillago', 'Silver']"
295940,"['E', 'Silvanus', 'Grain']"
155647,"['E', 'Silene', 'Fire']"
42043,"['E', 'Silene', 'Bladder']"
51895,"['E', 'Simalia', 'Amethystine']"
1117647,"['B', 'Simiduia', '']"
3052441,"['V', 'Simbu', '']"
3999,"['E', 'Simmondsia', 'Jojoba']"
170207,"['E', 'Simias', 'Pig-tailed']"
37338,"['E', 'Simulium', 'Black']"
290412,"['E', 'Simosyrphus', 'Common']"
331113,"['B', 'Simkania', '']"
189493,"['E', 'Simenchelys', 'Snubnosed']"
47413,"['E', 'Simulium', 'Black']"
7192,"['E', 'Simulium', 'Striped']"
886293,"['B', 'Singulisphaera', '']"
2653872,"['E', 'Sinotaia', 'Freshwater']"
3728,"['E', 'Sinapis', 'White']"
29728,"['E', 'Sinapis', 'Charlock']"
304914,"['E', 'Sinocyclocheilus', 'Cavefish']"
1072512,"['E', 'Sinobatis', 'Western']"
119488,"['E', 'Siniperca', 'Mandarin']"
98310,"['E', 'Sinonovacula', 'Razor']"
165450,"['E', 'Sinohyriopsis', 'Triangle']"
928312,"['V', 'Sindbis', 'SINV']"
31699,"['V', 'Sindbis', 'OCKV']"
11034,"['V', 'Sindbis', 'SINV']"
1185652,"['B', 'Sinorhizobium', '']"
394,"['B', 'Sinorhizobium', '']"
75366,"['E', 'Sinocyclocheilus', 'Dianchi']"
93608,"['E', 'Sinopodophyllum', 'Himalayan']"
184156,"['E', 'Sinomicrurus', 'Coral']"
114670,"['E', 'Sinomicrurus', ""Kellogg's""]"
214812,"['E', 'Siniperca', 'Big-eye']"
948358,"['E', 'Sinochlora', 'Katydid']"
1286640,"['B', 'Sinorhizobium', '']"
931069,"['E', 'Sinomicrurus', ""Macclelland's""]"
698936,"['B', 'Sinorhizobium', '']"
693982,"['B', 'Sinorhizobium', '']"
707241,"['B', 'Sinorhizobium', '']"
366394,"['B', 'Sinorhizobium', '']"
358390,"['E', 'Siniperca', 'Mandarin']"
1084421,"['B', 'Sinomicrobium', '']"
668478,"['E', 'Sinularia', 'Coral']"
232557,"['E', 'Sinergasilus', 'Copepod']"
167135,"['E', 'Sinistrofulgur', 'Perverse']"
241472,"['E', 'Sinogastromyzon', 'Taiwan']"
36856,"['B', 'Sinorhizobium', '']"
228252,"['E', 'Siniperca', 'Leopard']"
2706150,"['E', 'Sinohyriopsis', 'Biwa']"
241451,"['E', 'Sinogastromyzon', 'Hillstream']"
57620,"['E', 'Sinistrofulgur', 'Lightning']"
42445,"['B', 'Sinorhizobium', '']"
110322,"['B', 'Sinorhizobium', '']"
3052499,"['V', 'Sin', 'SNV']"
631345,"['V', 'Solenopsis', 'SINV-3']"
1069815,"['E', 'Sinanodonta', 'Chinese']"
1762963,"['B', 'Sinomonas', '']"
190364,"['E', 'Siona', 'Black-veined']"
320579,"['E', 'Siphonops', 'Ringed']"
6444,"['E', 'Siphonosoma', 'Sipunculan']"
97764,"['E', 'Siphonochilus', 'Yellow']"
110734,"['E', 'Siphonochilus', 'Rose']"
6446,"['E', 'Sipunculus', 'Sipunculan']"
202427,"['E', 'Sipyloidea', 'Madagascan']"
64457,"['E', 'Siproeta', 'Malachite']"
34140,"['E', 'Siphonocladus', 'Green']"
190515,"['E', 'Siraitia', ""Monk's""]"
181399,"['E', 'Sirembo', 'Golden']"
8341,"['E', 'Siren', 'Lesser']"
157898,"['V', 'Sulfolobus', 'SIRV-1']"
157899,"['V', 'Sulfolobus', 'SIRV2']"
71365,"['E', 'Sisymbrium', 'Tall']"
244039,"['E', 'Sisyrinchium', 'Narrowleaf']"
8762,"['E', 'Sistrurus', 'Desert']"
3730,"['E', 'Sisymbrium', 'London']"
8759,"['E', 'Sistrurus', 'Dusky']"
8758,"['E', 'Sistrurus', 'Pigmy']"
207934,"['E', 'Sisyrinchium', 'Strict']"
253282,"['E', 'Sistrurus', 'Western']"
59000,"['E', 'Sisyrinchium', '']"
59001,"['E', 'Sisyrinchium', 'Satin']"
8757,"['E', 'Sistrurus', 'Western']"
50249,"['E', 'Sitta', 'Red-breasted']"
50250,"['E', 'Sitta', 'White-breasted']"
50251,"['E', 'Sitta', 'Eurasian']"
7046,"['E', 'Sitophilus', 'Granary']"
50255,"['E', 'Sitta', 'Algerian']"
206427,"['E', 'Sitophilus', 'Tamarind']"
7048,"['E', 'Sitophilus', 'Rice']"
341457,"['E', 'Sitta', 'Brown-headed']"
50256,"['E', 'Sitta', 'Pygmy']"
7047,"['E', 'Sitophilus', 'Maize']"
48053,"['E', 'Sium', 'Hemlock']"
11723,"['V', 'Simian', 'SIV']"
1755588,"['V', 'Sicinivirus', 'SiV-A1']"
36378,"['V', 'Simian', 'SIV-mnd']"
402771,"['V', 'Simian', 'SIV-cpz']"
568780,"['E', 'Sivaloka', 'Plant']"
388912,"['V', 'Simian', 'SIV-cpz']"
31684,"['V', 'Simian', 'SIV-agm.gri']"
11732,"['V', 'Simian', 'SIV-mnd']"
1746030,"['V', 'Sicinivirus', 'SiV']"
11733,"['V', 'Simian', 'SIV-mac']"
11734,"['V', 'Simian', 'SIV-mac']"
1173522,"['V', 'Simian', 'SIV-mac']"
31682,"['V', 'Simian', 'SIV-mac']"
388911,"['V', 'Simian', 'SIV-cpz']"
11735,"['V', 'Simian', 'SIV-mac']"
11736,"['V', 'Simian', 'SIV-mac']"
31683,"['V', 'Simian', 'SIV-mac']"
11737,"['V', 'Simian', 'SIV-sm']"
349691,"['V', 'Simian', 'SIV-agm.sab']"
11738,"['V', 'Simian', 'SIV-sm']"
349692,"['V', 'Simian', 'SIV-agm.tan']"
388910,"['V', 'Simian', 'SIV-cpz']"
11727,"['V', 'Simian', 'SIV-agm.ver']"
11728,"['V', 'Simian', 'SIV-agm.ver']"
11729,"['V', 'Simian', 'SIV-agm.ver']"
11730,"['V', 'Simian', 'SIV-agm.ver']"
11731,"['V', 'Simian', 'SIV-agm.ver']"
35297,"['V', 'Striped', 'SjNNV']"
2843,"['E', 'Skeletonema', 'Marine']"
649764,"['B', 'Slackia', '']"
471855,"['B', 'Slackia', '']"
10829,"['V', 'Squash', 'SLCV']"
78540,"['V', 'Sleeping', 'SDV']"
885422,"['E', 'Smaug', 'Giant']"
183077,"['E', 'Smallanthus', 'Hairy']"
119286,"['E', 'Smerinthus', 'One-eyed']"
247006,"['E', 'Smeringurus', 'Dune']"
75753,"['E', 'Sminthopsis', 'Kangaroo']"
133377,"['E', 'Smittium', '']"
90756,"['E', 'Sminthopsis', 'Chestnut']"
90757,"['E', 'Sminthopsis', 'Kakadu']"
90772,"['E', 'Sminthopsis', 'Carpentarian']"
49657,"['E', 'Smilax', 'China']"
9301,"['E', 'Sminthopsis', 'Fat-tailed']"
75754,"['E', 'Sminthopsis', 'Little']"
90758,"['E', 'Sminthopsis', 'Julia']"
90759,"['E', 'Sminthopsis', 'White-tailed']"
75755,"['E', 'Sminthopsis', ""Gilbert's""]"
58705,"['E', 'Smilax', 'Cat']"
75756,"['E', 'Sminthopsis', 'Gray-bellied']"
90760,"['E', 'Sminthopsis', 'Hairy-footed']"
90761,"['E', 'Sminthopsis', 'White-footed']"
90764,"['E', 'Sminthopsis', 'Long-tailed']"
9302,"['E', 'Sminthopsis', 'Stripe-faced']"
32560,"['E', 'Sminthopsis', 'Slender-tailed']"
82561,"['E', 'Smithora', 'Red']"
90765,"['E', 'Sminthopsis', 'Ooldea']"
90766,"['E', 'Sminthopsis', 'Sandhill']"
72647,"['E', 'Smilax', 'Common']"
90767,"['E', 'Sminthopsis', 'Red-cheeked']"
109609,"['E', 'Sminthurus', 'Lucerne']"
90770,"['E', 'Sminthopsis', 'Lesser']"
263453,"['E', 'Smodingium', 'African']"
11856,"['V', 'Squirrel', 'SMRV-H']"
36406,"['V', 'San', 'SMSV-1']"
36407,"['V', 'San', 'SMSV-4']"
240209,"['E', 'Smutsornis', 'Double-banded']"
12187,"['V', 'Strawberry', 'SMYEaV']"
10651,"['V', 'Soybean', '']"
398408,"['E', 'Sodiomyces', '']"
63612,"['B', 'Sodalis', '']"
343509,"['B', 'Sodalis', '']"
113103,"['E', 'Sogatella', 'White-backed']"
267265,"['E', 'Solanum', 'Dutch']"
45831,"['E', 'Solanum', '']"
103871,"['E', 'Solanum', 'Wild']"
205524,"['E', 'Solanum', 'Scarlet']"
45832,"['E', 'Solanum', '']"
176590,"['E', 'Solenopsis', 'Desert']"
66308,"['E', 'Soldanella', 'Alpine']"
109975,"['E', 'Solanum', 'American']"
176591,"['E', 'Solenopsis', 'Desert']"
147425,"['E', 'Solanum', 'Wild']"
50511,"['E', 'Solanum', 'Horsenettle']"
48864,"['E', 'Solorina', '']"
160510,"['E', 'Solanum', 'Heartleaf']"
142759,"['E', 'Solanum', 'Galapagos']"
4108,"['E', 'Solanum', 'Chaco']"
4083,"['E', 'Solanum', 'Tomato']"
929556,"['B', 'Solitalea', '']"
995,"['B', 'Solitalea', '']"
4109,"['E', 'Solanum', ""Commerson's""]"
4110,"['E', 'Solanum', 'Chilean']"
59294,"['E', 'Solidago', 'Tall']"
310437,"['E', 'Solenopsis', 'Workerless']"
50514,"['E', 'Solanum', 'Wild']"
45834,"['E', 'Solanum', 'Climbing']"
105863,"['E', 'Solaster', 'Morning']"
227486,"['E', 'Solenopsis', 'Fire']"
115664,"['E', 'Solanum', 'Silverleaf']"
290515,"['E', 'Solaster', 'Purple']"
200525,"['E', 'Solanum', 'Wild']"
31449,"['E', 'Solieria', 'Red']"
878,"['B', 'Solidesulfovibrio', '']"
121131,"['E', 'Solenopsis', 'Tropical']"
176593,"['E', 'Solenopsis', 'Fire']"
52877,"['E', 'Solanum', 'Waxyleaf']"
33123,"['E', 'Solandra', 'Chalice']"
62890,"['E', 'Solanum', 'Wild']"
13686,"['E', 'Solenopsis', 'Red']"
176594,"['E', 'Solenopsis', 'Fire']"
45835,"['E', 'Solanum', 'Kangaroo']"
4081,"['E', 'Solanum', 'Tomato']"
227722,"['E', 'Solanum', 'Indian']"
230192,"['E', 'Solanum', 'Lyreleaf']"
573370,"['B', 'Solidesulfovibrio', '']"
115666,"['E', 'Solanum', 'African']"
176595,"['E', 'Solenopsis', 'Fire']"
4111,"['E', 'Solanum', 'Eggplant']"
310439,"['E', 'Solenopsis', 'Fire']"
115667,"['E', 'Solanum', 'Nipple']"
411725,"['E', 'Solenopsis', 'Thief']"
620706,"['E', 'Solenosteira', 'Sea']"
443844,"['E', 'Solenopsis', 'Fire']"
310432,"['E', 'Solenopsis', 'Fire']"
4112,"['E', 'Solanum', 'Black']"
1751427,"['B', 'Solirubrum', '']"
79805,"['E', 'Solenodon', 'Hispaniolan']"
4082,"['E', 'Solanum', 'Peruvian']"
4084,"['E', 'Solanum', 'Currant']"
4115,"['E', 'Solanum', 'Non-tuber-performing']"
28526,"['E', 'Solanum', 'Tomato']"
45838,"['E', 'Solanum', 'Eastern']"
310436,"['E', 'Solenopsis', 'Fire']"
176596,"['E', 'Solenopsis', 'Fire']"
30203,"['E', 'Solenopsis', 'Black']"
45839,"['E', 'Solanum', 'Buffalobur']"
310441,"['E', 'Solenopsis', 'Fire']"
310431,"['E', 'Solenopsis', 'Fire']"
45840,"['E', 'Solanum', 'Brazilian']"
310440,"['E', 'Solenopsis', 'Fire']"
28829,"['E', 'Solea', 'Senegalese']"
52705,"['E', 'Solanum', '']"
310438,"['E', 'Solenopsis', 'Fire']"
90069,"['E', 'Solea', 'Common']"
1002809,"['B', 'Solibacillus', '']"
7598,"['E', 'Solaster', 'Striped']"
310433,"['E', 'Solenopsis', 'Fire']"
176597,"['E', 'Solenopsis', 'Fire']"
326717,"['E', 'Solenopsis', 'Fire']"
119830,"['E', 'Solanum', 'Turkey']"
310434,"['E', 'Solenopsis', 'Fire']"
4113,"['E', 'Solanum', 'Potato']"
234267,"['B', 'Solibacter', '']"
332163,"['B', 'Solibacter', '']"
761947,"['E', 'Solenosmilia', 'Maculate']"
13268,"['E', 'Solemya', 'Atlantic']"
115671,"['E', 'Solanum', 'Hairy']"
315347,"['E', 'Solanum', '']"
310435,"['E', 'Solenopsis', 'Southern']"
50367,"['E', 'Somateria', 'Spectacled']"
191813,"['E', 'Somniosus', 'Greenland']"
76058,"['E', 'Somateria', 'Common']"
203439,"['E', 'Somateria', 'King']"
50192,"['E', 'Sonchus', 'Perennial']"
50193,"['E', 'Sonchus', 'Spiny']"
713599,"['E', 'Sonorella', 'Wet']"
2600354,"['E', 'Sonora', 'Western']"
50207,"['E', 'Sonchus', 'Common']"
381736,"['E', 'Sonchus', 'Sowthistle']"
2600353,"['E', 'Sonora', 'Banded']"
530180,"['E', 'Sooretamys', 'Paraguayan']"
356330,"['E', 'Sooglossus', 'Seychelles']"
8425,"['E', 'Sooglossus', ""Thomasset's""]"
49840,"['E', 'Sophora', 'Ku']"
1902203,"['E', 'Sophonia', 'Two-spotted']"
171567,"['E', 'Sophora', 'Large-leaved']"
573841,"['E', 'Sordaria', '']"
62898,"['E', 'Sorex', 'Arctic']"
62902,"['E', 'Sorex', 'Alpine']"
268768,"['E', 'Sorex', 'Valais']"
42254,"['E', 'Sorex', 'Eurasian']"
62897,"['E', 'Sorex', 'Tien']"
36599,"['E', 'Sorbus', 'European']"
113357,"['E', 'Sorex', ""Baird's""]"
126317,"['E', 'Sorex', 'Pacific']"
4558,"['E', 'Sorghum', 'Sorghum']"
448385,"['B', 'Sorangium', '']"
62276,"['E', 'Sorex', ""Laxmann's""]"
56,"['B', 'Sorangium', '']"
36803,"['E', 'Sorex', 'Masked']"
144772,"['E', 'Sorex', 'Kamchatka']"
62895,"['E', 'Sorex', 'Crowned']"
1150220,"['E', 'Sorubim', 'Trans-Andean']"
268767,"['E', 'Sorex', 'Greater']"
62272,"['E', 'Sorex', 'Large-toothed']"
68456,"['E', 'Sordaria', '']"
62901,"['E', 'Sorex', 'Lofty']"
27338,"['E', 'Sordaria', '']"
62283,"['E', 'Sorex', 'Smoky']"
62894,"['E', 'Sorex', 'Iberian']"
62273,"['E', 'Sorex', 'Slender']"
9383,"['E', 'Sorex', ""Hayden's""]"
4560,"['E', 'Sorghum', 'Johnson']"
62279,"['E', 'Sorex', 'Azumi']"
9384,"['E', 'Sorex', 'American']"
62281,"['E', 'Sorex', 'Taiga']"
144774,"['E', 'Sorex', 'St.']"
144776,"['E', 'Sorex', 'Southeastern']"
5147,"['E', 'Sordaria', '']"
62280,"['E', 'Sorex', 'Eurasian']"
771870,"['E', 'Sordaria', '']"
62274,"['E', 'Sorex', 'Eurasian']"
62903,"['E', 'Sorex', 'Dusky']"
62289,"['E', 'Sorex', 'Ussuri']"
126320,"['E', 'Sorex', 'New']"
62296,"['E', 'Soriculus', 'Himalayan']"
126318,"['E', 'Sorex', 'Ornate']"
46219,"['E', 'Sorex', 'American']"
62904,"['E', 'Sorex', 'Pacific']"
144775,"['E', 'Sorex', ""Preble's""]"
144785,"['E', 'Sorex', 'Pribilof']"
144773,"['E', 'Sorex', ""Portenko's""]"
132711,"['E', 'Sorghum', 'Sorghum']"
62284,"['E', 'Sorex', ""Radde's""]"
62288,"['E', 'Sorex', 'Flat-skulled']"
62286,"['E', 'Sorex', 'Shinto']"
62899,"['E', 'Sorex', 'Apennine']"
126319,"['E', 'Sorex', 'Fog']"
62285,"['E', 'Sorex', 'Sado']"
164621,"['E', 'Sorogena', 'Ciliate']"
268769,"['E', 'Sorex', ""Saussure's""]"
144777,"['E', 'Sorex', 'Inyo']"
62906,"['E', 'Sorex', ""Trowbridge's""]"
62287,"['E', 'Sorex', 'Tundra']"
144778,"['E', 'Sorex', 'Barren']"
62275,"['E', 'Sorex', 'Long-clawed']"
62905,"['E', 'Sorex', 'Vagrant']"
1657196,"['E', 'Sorhoanus', 'Leafhopper']"
475365,"['E', 'Sosineura', 'Moth']"
103598,"['E', 'Sotalia', 'Gray']"
338729,"['E', 'Sotalia', 'Guyana']"
103600,"['E', 'Sousa', 'Indo-pacific']"
37129,"['V', 'Southampton', 'SHV']"
2340,"['B', 'Solemya', '']"
3847,"['E', 'Glycine', 'Soybean']"
314331,"['E', 'Spathius', 'Emerald']"
113279,"['E', 'Sparganium', 'American']"
1366873,"['E', 'Spauligodon', 'Lizard']"
8175,"['E', 'Sparus', 'Gilthead']"
164324,"['E', 'Spalax', 'Southern']"
75838,"['E', 'Spatula', 'Northern']"
211926,"['E', 'Spathodea', 'African']"
75840,"['E', 'Spatula', 'Cinnamon']"
61880,"['E', 'Spalacopus', 'Coruro']"
75842,"['E', 'Spatula', 'Blue-winged']"
30637,"['E', 'Spalax', 'Middle']"
361423,"['E', 'Sparganium', 'Unbranched']"
35871,"['E', 'Sparganium', 'Broadfruit']"
319741,"['E', 'Sparganium', 'Clustered']"
191382,"['E', 'Spalax', 'Golan']"
134510,"['E', 'Spalax', 'Judean']"
49843,"['E', 'Spartium', 'Spanish']"
1610646,"['E', 'Spalgis', 'African']"
75421,"['E', 'Spatholirion', 'Spiderwort']"
572896,"['E', 'Spargania', 'Double-banded']"
132465,"['E', 'Spatholobus', '']"
38211,"['E', 'Spathoglottis', 'Philippine']"
619300,"['E', 'Spathaspora', '']"
75853,"['E', 'Spatula', 'Red']"
75856,"['E', 'Spatula', 'Garganey']"
45633,"['E', 'Spatula', 'Australian']"
75859,"['E', 'Spatula', 'Cape']"
58975,"['E', 'Sparaxis', '']"
203643,"['E', 'Sparganium', 'Bur-reed']"
75863,"['E', 'Spatula', 'Silver']"
85269,"['E', 'Spathiphyllum', 'Peace']"
42150,"['E', 'Spalax', 'Podolsk']"
84589,"['V', 'Salmon', 'SPDV']"
99833,"['E', 'Spermophilus', 'Baja']"
99830,"['E', 'Spermophilus', 'Alashan']"
337642,"['E', 'Sperata', 'Long-whiskered']"
42273,"['E', 'Speyeria', 'Atlantis']"
1262253,"['E', 'Spelobia', 'Lesser']"
233779,"['E', 'Spea', 'Plains']"
9997,"['E', 'Spermophilus', 'European']"
101935,"['E', 'Speyeria', 'Great']"
99837,"['E', 'Spermophilus', 'Daurian']"
99840,"['E', 'Spermophilus', 'Red-cheeked']"
99841,"['E', 'Spermophilus', 'Yellow']"
137552,"['E', 'Speyeria', 'Regal']"
99871,"['E', 'Spermophilopsis', 'Long-clawed']"
99843,"['E', 'Spermophilus', 'Russet']"
72263,"['E', 'Speyeria', 'Mormon']"
99848,"['E', 'Spermophilus', 'Caucasian']"
99850,"['E', 'Spermophilus', 'Arctic']"
99855,"['E', 'Spermophilus', 'Little']"
99856,"['E', 'Spermophilus', 'Tien']"
157641,"['E', 'Spergularia', 'Red']"
209114,"['E', 'Sperata', 'Giant']"
3192,"['E', 'Spermatozopsis', 'Green']"
45472,"['E', 'Spermophilus', 'Rock']"
68741,"['E', 'Speothos', 'Bush']"
99869,"['E', 'Spermophilus', 'Asia']"
2838366,"['E', 'Sphex', 'Black']"
389855,"['E', 'Sphodros', 'Blue']"
55125,"['E', 'Sphyraena', 'Pacific']"
317655,"['B', 'Sphingopyxis', '']"
217322,"['E', 'Sphaeralcea', 'Copper']"
119284,"['E', 'Sphecodina', ""Abbott's""]"
70868,"['E', 'Sphyraena', 'Great']"
139677,"['E', 'Sphyracephala', 'Stalk-eyed']"
119288,"['E', 'Sphinx', 'Great']"
37257,"['E', 'Spharagemon', 'Mottled']"
49500,"['E', 'Sphaeropteris', 'Australian']"
46429,"['B', 'Sphingobium', '']"
41840,"['E', 'Sphagnum', 'Bog']"
1145106,"['B', 'Sphingobacterium', '']"
143592,"['E', 'Sphaerotheca', 'Mangalore']"
92683,"['E', 'Spheniscus', 'African']"
39027,"['E', 'Sphaerocarpos', 'Liverwort']"
179878,"['B', 'Sphingomonas', '']"
1220575,"['B', 'Sphingobacterium', '']"
169890,"['E', 'Sphaerospira', 'Land']"
158189,"['B', 'Sphaerochaeta', '']"
39374,"['E', 'Sphaerechinus', 'Purple']"
1219045,"['B', 'Sphingobium', '']"
9240,"['E', 'Spheniscus', 'Humboldt']"
861109,"['B', 'Sphingobium', '']"
55126,"['E', 'Sphyraena', 'Pelican']"
452662,"['B', 'Sphingobium', '']"
392545,"['E', 'Sphyraena', 'Japanese']"
1219046,"['B', 'Sphingomonas', '']"
279984,"['E', 'Sphaenorhynchus', 'Orinoco']"
7823,"['E', 'Sphyrna', 'Scalloped']"
55127,"['E', 'Sphyraena', 'Lucas']"
37081,"['E', 'Spheniscus', 'Magellanic']"
33050,"['B', 'Sphingopyxis', '']"
156760,"['E', 'Spheniscus', 'Galapagos']"
335406,"['B', 'Sphingosinicella', '']"
692275,"['E', 'Sphaerulina', 'Poplar']"
28454,"['B', 'Sphingobacterium', '']"
372291,"['E', 'Sphyrapicus', 'Red-naped']"
13805,"['E', 'Sphagnum', 'Blunt-leaved']"
229059,"['E', 'Sphoeroides', 'Blunthead']"
2319844,"['B', 'Sphingomonas', '']"
158190,"['B', 'Sphaerochaeta', '']"
13689,"['B', 'Sphingomonas', '']"
1136490,"['E', 'Sphaerulina', 'Poplar']"
8508,"['E', 'Sphenodon', 'Tuatara']"
131343,"['E', 'Sphyrapicus', 'Red-breasted']"
292913,"['B', 'Sphingopyxis', '']"
743722,"['B', 'Sphingobacterium', '']"
990650,"['E', 'Sphaerobolus', '']"
336203,"['B', 'Sphingobium', '']"
226180,"['E', 'Sphaerophoria', 'Hoverfly']"
7487,"['E', 'Sphecius', 'Eastern']"
13692,"['E', 'Sphyraena', 'European']"
258,"['B', 'Sphingobacterium', '']"
627192,"['B', 'Sphingobium', '']"
403776,"['B', 'Sphingobacterium', '']"
27433,"['E', 'Sphodromantis', 'Mantis']"
96875,"['E', 'Sphaeroma', 'Isopod']"
314266,"['B', 'Sphingomonas', '']"
28214,"['B', 'Sphingomonas', '']"
479434,"['B', 'Sphaerobacter', '']"
180402,"['E', 'Sphaeroma', 'Mangrove-boring']"
372290,"['E', 'Sphyrapicus', ""Williamson's""]"
148038,"['E', 'Sphaeronycteris', 'Visored']"
53737,"['E', 'Sphagneticola', 'Singapore']"
40579,"['E', 'Sphyrna', 'Hammerhead']"
7825,"['E', 'Sphyrna', 'Pacific']"
56079,"['E', 'Sphyrapicus', 'Yellow-bellied']"
237083,"['E', 'Spheciospongia', 'Marine']"
267111,"['E', 'Sphodromantis', 'Giant']"
705246,"['E', 'Sphacelodes', 'Looper']"
595605,"['B', 'Sphingobium', '']"
121428,"['B', 'Sphingobium', '']"
364098,"['B', 'Sphingosinicella', '']"
13690,"['B', 'Sphingobium', '']"
484429,"['B', 'Sphingobium', '']"
195335,"['E', 'Sphyrna', 'Smooth']"
119751,"['E', 'Spicara', 'Bigeye']"
84854,"['E', 'Spiza', 'Dickcissel']"
13840,"['E', 'Spinulum', 'Stiff']"
2137,"['B', 'Spiroplasma', '']"
40207,"['E', 'Spizelloides', 'American']"
40208,"['E', 'Spizella', 'Black-chinned']"
147,"['B', 'Spirochaeta', '']"
889378,"['B', 'Spirochaeta', '']"
103874,"['E', 'Spironucleus', '']"
696728,"['E', 'Spiophanes', 'Bristle']"
40209,"['E', 'Spizella', ""Brewer's""]"
141007,"['E', 'Spiraea', ""Reeve's""]"
69016,"['B', 'Spirulina', '']"
78845,"['E', 'Spiranthes', 'Nodding']"
115700,"['E', 'Spilopelia', 'Eastern']"
2133,"['B', 'Spiroplasma', '']"
221414,"['E', 'Spinibarbus', '']"
1197967,"['E', 'Spirobranchus', 'Blue']"
144563,"['E', 'Spiraea', 'Subalpine']"
75369,"['E', 'Spinibarbus', '']"
99802,"['E', 'Spirometra', 'Tapeworm']"
30097,"['E', 'Spissistilus', 'Three-cornered']"
356332,"['E', 'Spicospina', 'Sunset']"
101115,"['E', 'Spinellus', 'Bonnet']"
30551,"['E', 'Spilogale', 'Western']"
51605,"['E', 'Spirodela', 'Intermediate']"
47834,"['B', 'Spiroplasma', '']"
2082999,"['E', 'Spirobranchus', 'Keelworm']"
504472,"['B', 'Spirosoma', '']"
